"","786-0","A498","A549/ATCC","ACHN","BT-549","CAKI-1","CCRF-CEM","COLO 205","DU-145","EKVX","HCC-2998","HCT-116","HCT-15","HL-60(TB)","HOP-62","HOP-92","HS 578T","HT29","IGROV1","K-562","KM12","LOX IMVI","M14","MALME-3M","MCF7","MDA-MB-231/ATCC","MDA-MB-435","MOLT-4","NCI-H226","NCI-H23","NCI-H322M","NCI-H460","NCI-H522","NCI/ADR-RES","OVCAR-3","OVCAR-4","OVCAR-5","OVCAR-8","PC-3","RPMI-8226","RXF-393","SF-268","SF-295","SF-539","SK-MEL-28","SK-MEL-5","SK-OV-3","SN12C","SNB-19","SNB-75","SR","SW-620","T-47D","TK-10","U251","UACC-257","UACC-62","UO-31"
"X-3091",0.89943346178151,0.434828356419912,-0.474933407921789,-0.0882445127859791,0.0931094043914815,0.157906050303286,-2.72737954533701,0.0808850205343943,0.0776987547539378,-0.899695094204314,0.175897136100751,-0.403541860441014,-1.31353682462822,-2.72737954533701,-0.728175954433075,-0.193194780765159,-0.131313234677865,0.17802406415942,-0.728972803412675,-1.399730246491,0.183115934295299,0.117251750289285,-0.349235440883098,-0.185517936131699,-0.844250767322055,0.173767067736707,0.648925559453121,-2.72737954533701,0.329984649758421,-0.46527432620196,0.187345474237247,-0.923212900910451,-0.289827251720338,-0.044935231463649,-0.000962117435383687,-0.398461943076661,-0.622228410125353,-0.642354164609493,-0.115076524446693,-1.69899774396719,0.280560458418807,-1.2688167584278,0.687657953941836,0.0607391578576788,0.599000334121439,0.794935662803536,0.190720201017904,0.337235347675211,-0.463283944132904,1.0660317686169,-0.978046558895951,-2.15414200420138,0.54399071966485,-1.53951952995999,-0.263034405833794,-0.258425152581204,0.257412987485132,-0.0306192350583921
"X-3094",0.826192536236602,0.367650630621963,-0.0203404482841755,0.204558102879156,0.376660827565788,0.341796031265309,-5.15842936260448,0.389199667075444,0.0243196791954129,0.0153072527878484,0.172487515510134,-0.0414666172953844,-0.10676724278199,-2.62890584830875,0.376290383337052,-1.32072634967761,-1.00481701629778,-0.356605546520108,-0.359687570851587,-0.235031127361041,0.55352434355365,0.0304537965417137,-0.105214566354931,0.960017382534648,-0.243545976242434,0.134878054343112,0.646777092874545,-2.52284078881336,-0.0144995696951151,0.236339539168374,-0.404814639562728,-1.49005085369569,-0.172993990361023,-0.50635266602479,0.282933963271499,-0.796694417854319,0.363264543158011,-0.13764780046798,-0.757143476103836,-1.09029088907361,0.358396261956654,-0.272878239206402,0.655962363975406,-0.48129701795546,0.872106410561021,1.81215590832143,1.36904764345591,0.0214797274104514,-0.533242384273828,0.18987725910617,-0.46926334728957,-2.48465759492547,0.556797246592743,-0.158966179370077,-0.0790715709911988,0.389933863040851,1.10299399332333,0.107464697368551
"X-3996",1.4838802538141,0.336569041769116,-3.83650126771712,-3.83650126771712,-3.83650126771712,1.43010682099649,-3.83650126771712,3.17424660739241,0.304121597876993,-3.83650126771712,0.167357927738514,1.06096967556064,0.228151690625133,-0.630393929968162,-3.83650126771712,-3.83650126771712,-3.83650126771712,-3.83650126771712,-0.938799843563262,0.900721927564115,-0.785875194647152,-2.46063436571895,-2.36587144247496,-1.80759539127074,-3.83650126771712,0.217851096811131,-0.639354797539784,2.22527492986957,-3.83650126771712,-0.0464243370913521,-3.83650126771712,-3.83650126771712,-1.72578804485472,-3.83650126771712,-3.83650126771712,-3.83650126771712,-2.02718482932623,-3.83650126771712,-3.83650126771712,-0.0528949484321255,-0.158966179370077,-3.83650126771712,-3.83650126771712,-3.83650126771712,-0.909146569548887,0.0505597407385976,-3.83650126771712,-3.83650126771712,-3.83650126771712,-3.83650126771712,-0.0669310081189868,-3.04692104738749,-3.83650126771712,-1.15842936260448,-1.1855179361317,-0.280451458911203,-3.24696603720614,0.0252650888235369
"X-3998",1.35633164891324,1.33799646351502,-0.56383816068555,0.133125083239361,0.321543324904847,0.292389125728106,-3.09541956507868,-0.440263475567017,0.00144197417390632,-0.139235797371172,0.191562650700756,-0.193194780765159,-3.09541956507868,-3.09541956507868,-0.547228873274641,-0.888968687611256,-0.494786550930949,-3.09541956507868,-3.09541956507868,-1.37083769536831,0.755884576329258,-3.09541956507868,-0.408639728080693,1.13290581201151,-0.829647596676058,-3.09541956507868,0.942107834791504,-3.09541956507868,0.226919495497512,-3.09541956507868,-0.534634947162731,-1.93052695987576,-3.09541956507868,-3.09541956507868,0.919657891682396,-0.154142004201385,0.423667804422284,-0.318325858207167,-0.206450877467426,-3.09541956507868,-0.326745111185138,-0.341902794648628,0.508935661864395,-0.10676724278199,1.44342983977849,1.53837261253192,1.08633087176042,0.331131922217202,-3.09541956507868,-3.09541956507868,-3.09541956507868,-3.09541956507868,-0.352301743930881,-0.387097109367418,-0.930526959875757,-3.09541956507868,0.714282157074917,-3.09541956507868
"X-4015",0.985986104452171,1.77019475495132,0.869871406177713,1.64015815496328,0.0114956388378294,2.0427610555867,-2.26072793845062,0.367743806909068,-0.499537844468478,0.236339539168374,2.20612222616585,0.381837083906047,0.513322295002266,-1.6229688233009,-0.0385001425540645,-0.740978656672829,-0.676533850552369,-1.2446850959549,0.187345474237247,1.57094860517333,-0.194845147054826,0.153156788061421,-0.429213268043211,-0.281620106233825,-0.0800879113226919,-0.141886349358483,0.761285273361619,-1.65138986246013,-0.924125133024872,-0.337642565741337,-0.362157939675895,0.102546159999571,-0.902389203373578,-2.0350469470992,-0.272297327162762,-1.11820488499498,1.10835717809042,-0.249822294406943,-0.812654525762753,0.567220918333889,0.644010069039005,-2.05489175849607,-0.360922226503226,-0.195946441032647,0.261430520131204,1.70236203027212,-0.520079649136302,-0.762028452692785,-0.721816957731757,-1.77925731588264,2.20121562807761,-1.66657626627481,0.0998562368320663,1.63025013419648,-0.0494071673218464,0.334949587956152,1.34236510432806,0.0176844077842165
"X-4019",1.85824629395894,2.76080642342386,0.794519840624295,1.78979879392915,0.452068230223811,2.84525585535034,-3.19759995988516,0.326537348139952,-0.156820109742826,-0.136590106109103,1.7057567820498,0.286092574365473,0.00240249021530461,-4.79585928321977,-0.308168095931897,-1.69121199900059,-1.90328835892832,-0.551451398359833,-0.169744675832317,0.248129982750056,0.269033146455237,0.0867837661420666,0.166501220444403,0.288850697637931,-1.10469737866669,1.56559717585423,1.62089915596381,-3.24696603720614,-2.06693100811899,-2.14347902113851,-1.58207999218804,-0.879205718671359,-1.49410907027004,-1.78919555293876,-0.262457443202273,-2.83307036231685,1.90906902260635,-0.382074667251013,-2.98469274721215,-0.29689930039584,1.20267891376217,-2.12238661267895,0.599635183434604,-0.552156355637914,0.975630186280824,2.25045633975432,0.178873958169795,-0.978046558895951,-1.41119543298445,-0.668868077782798,1.92118240225845,-3.59655047499637,0.430463702888451,0.893750501720566,-0.763660460831626,1.11236652307256,0.546626983606979,0.916858764699754
"X-4020",2.40744339831049,2.5089356618644,-0.00578235259400611,1.82754807052865,0.480265122054463,3.6211336706143,-2.62890584830875,2.43144467312867,-0.56277226108709,-0.372081934376771,3.12878829383071,1.19576753575522,0.781289762978408,-3.68656064072896,-0.18825497933718,-1.59074485331516,-0.603840510926846,-1.77431375293851,0.439357178474257,2.1271930310069,0.889603333817319,-0.0316019973858286,0.35501626421955,1.57337452644594,-0.193744693118259,0.0100636833446975,2.35002570106232,-2.16272950003811,-1.20534153866545,0.10969486482593,-0.41119543298445,-0.150400988848548,-0.502941231375654,-3.20645087746743,-0.0714717551330381,-1.53812224651818,1.23654364117634,-0.0974761513726201,-1.02816525412841,-0.995199013736179,1.30431633298438,-0.471928835421265,1.14556877350958,-0.342512427043455,1.72013250994554,4.5216789516032,0.92523990548741,-0.400999665878561,-1.79085860216141,-0.575615328461903,2.47023315352097,-1.52560722310474,0.128733314122203,1.29944005226253,-0.315330849780717,1.50707575589923,2.63188034211611,0.356143810225275
"X-4027",0.0389043611315422,0.339422474346635,-1.0785636691937,2.06476790954274,0.571434115876509,5.14809350744277,-5.96578428466209,-4.58496250072116,-1.48735170409473,0.0153072527878484,-0.942491963405334,1.25841841998864,2.26042718533808,-5.96578428466209,-0.864246258200025,-5.05889368905357,-5.96578428466209,-5.96578428466209,-0.509087633746029,0.592955291474687,-0.911406076731012,-0.117683020261174,3.17040581965736,0.73725410432433,1.57692518165574,-1.16596303528989,-4.90689059560852,-0.00723156923107586,0.0980601643425266,5.22492778975085,-3.07096652135414,-2.36835243197871,-0.191546300249611,1.09940742829185,-0.0846703239869906,-3.83650126771712,-0.675765437729469,0.523394677369262,-2.48196850739783,0.714868261101214,-1.22431729826094,-2.69276579025567,-2.49005085369569,-3.9808911770523,2.64108355271207,2.40099325388635,1.17993562209355,-1.41247498521102,-0.815190761471708,-5.96578428466209,-5.96578428466209,-1.34129341975429,-0.233334171618374,0.851199338593294,-1.53533173299656,1.03280614508324,0.0722201594072669,1.31130934808622
"X-4043",-0.077041035763828,0.542753310685235,1.29189819604668,1.44360665147561,-0.0872224121120631,0.861558419572029,-2.84684321193858,0.308399710042715,0.935334017268726,-0.091315166745946,0.229382834242064,-0.157356327939257,-0.500217879852688,-2.85377925914896,-0.298672742587059,-0.562062098611077,-0.407363571393423,-0.104697378666693,-0.107803289534515,-1.92321290091045,-0.80171540334304,1.77568270173906,-0.238998470378284,0.3928669162308,-0.823677227359537,0.035154664307528,-0.203125416815109,-1.6363616532278,0.503179096147861,-0.120294233717712,-0.0306192350583921,1.55777767139493,-0.306382950262733,-0.101082246907052,1.00815219576346,-1.02326977932285,-0.210340294529948,0.103889243144724,-0.832213909314023,-1.18989970120358,0.037499366661574,0.236747714313518,2.7568098142945,2.45356147616035,0.152940540584303,0.216196155372542,0.0323359821196901,1.87092360426676,0.522725368593217,1.587044889972,-0.994240730711315,-3.22431729826094,-0.01547140876244,-0.500217879852688,-0.0836507514774962,0.685267406516842,1.0958119247713,1.65306001710456
"X-4046",-3.50635266602479,-0.880311825480804,0.149909667534925,-2.79252357065652,-3.50635266602479,-2.38583985870756,-3.50635266602479,0.345964030342872,-0.79002683791762,-0.508403405589552,-2.60530294900533,3.18824265626441,-1.55074678538324,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,0.378881497641319,-2.66505041204385,-3.50635266602479,-0.135533186617957,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-1.0067483352487,-3.50635266602479,-1.68346804567358,-3.50635266602479,1.99518298370222,0.336854639125465,-0.320726349677609,1.45820699414295,0.282933963271499,-3.50635266602479,-2.84338765330236,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,0.832147383508891,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-3.50635266602479,-0.104697378666693,-3.50635266602479,-3.50635266602479,-3.50635266602479,0.739848102699327
"X-4251",0.409255146684838,-1.26447782270346,-1.70604102097131,1.37053630092414,-0.117683020261174,0.799363657964685,-3.7178567712185,0.175471373948955,0.359895945086383,0.241636829551945,-0.275204229296521,-0.661242821971768,0.173767067736706,-3.7178567712185,2.25610487680918,-3.7178567712185,-3.7178567712185,-0.379569987731471,-0.87655451723756,-3.7178567712185,-1.99232607211458,0.499782120147312,-1.61410884638067,1.175684270731,1.03115990392552,-0.158429362604483,-0.606034724339757,-3.7178567712185,-2.42662547355406,-1.29218075149331,-3.7178567712185,-3.7178567712185,-3.7178567712185,-0.931443829967557,0.722466024471091,-3.7178567712185,-0.145605322246899,-2.08110496814373,-3.7178567712185,-3.7178567712185,1.78086998846183,-1.3621579396759,1.03632749181776,-1.35475948735473,1.78840730554882,0.789937868980195,2.34151141053492,-0.0484122051852459,-0.341902794648628,-2.6681037360214,-0.909598187972011,-3.7178567712185,1.75688096187389,-0.271136204330758,-0.000480978514503093,0.891159919158996,-0.409278229990159,1.5324000854335
"X-4271",-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-0.839940351683892,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.15735632793926,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-0.359687570851587,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799,-1.5649048483799
"X-4354",-2.54793176977619,-2.54793176977619,-2.54793176977619,0.698959271586461,0.911755487214021,0.00288250853312136,-0.725788044854721,-2.54793176977619,-2.54793176977619,-2.54793176977619,-0.131840054125344,-2.54793176977619,0.135315964512171,-2.54793176977619,-0.597277823154395,-2.54793176977619,-2.54793176977619,-0.24297675349254,0.0985093921340712,0.355392210812137,-2.54793176977619,-0.0846703239869906,0.549587033743298,-2.54793176977619,-2.54793176977619,-0.0674348303838902,-2.54793176977619,-0.0887558347976717,-2.54793176977619,-0.045927797750402,-0.235031127361041,-2.54793176977619,-0.0135283848446471,0.0233736496265051,0.907403462674314,-2.54793176977619,-2.54793176977619,-2.54793176977619,-0.448114896528275,-2.54793176977619,0.290817562347332,0.277389698810864,-2.54793176977619,-2.54793176977619,-2.54793176977619,-2.54793176977619,-0.0704614644468713,0.170352403323942,0.14012422390907,-0.00771496512800556,0.165215204871901,-0.32373259173411,-0.00337022188514241,-0.133421667703324,-2.54793176977619,-0.00385232549560646,0.23184197411172,-0.0340618360736331
"X-4503",-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-1.188803011648,-2.10159814000781,-2.10159814000781,-1.03307739724943,-2.10159814000781,-2.10159814000781,-2.10159814000781,-1.03307739724943,-2.10159814000781,-2.10159814000781,-1.03307739724943,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-0.0330773972494314,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,-2.10159814000781,0.306845500314283,-2.10159814000781
"X-4510",-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-0.406725916116351,-1.52284078881336,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,0.675665407405542,-0.978994141879698,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-0.978994141879698,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.10832159205164,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922
"X-4514",-0.0897790228128215,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-0.638605929087522,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-0.584962500721156,-1.9378782880922,-0.978994141879698,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.52422334286348,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-0.0561411697120223,-0.0836507514774962,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922,-1.9378782880922
"X-4516",0.122562290178452,2.52800863309872,-1.86249647625006,-0.322529343089809,-0.0266948666654201,3.19802260761727,-2.85725982788392,2.02774384548639,0.639695233399582,0.266236837872138,0.619491266953406,0.104336659814736,0.403449525003632,0.273416424360915,-1.42017622257782,-1.07805594614046,-1.108840080841,-1.00385232549561,-1.53254660657002,2.676342640714,1.301392542804,0.127413172159517,-1.37457363627575,-1.67116353577046,-0.244115423670742,0.039372388723932,2.49569516262407,0.159198594849254,-1.14454177996439,0.380729448503549,0.16349873228288,-2.17570735403632,1.68032435684402,-0.442222328605074,0.73407731484138,-0.61116757106855,0.823749360308273,0.396890152568584,-0.0330773972494313,0.191562650700756,0.233069973936938,-1.17679413001305,0.127413172159517,-0.936036941268035,0.358771328913372,0.0134027046024882,0.734366403118249,-0.159503195955801,-1.17245192947135,-2.00965017003372,3.3684890006451,-1.20645087746743,-0.146669649142009,0.620742791682413,0.507921464957328,2.00492080645748,2.63830557680709,-1.47526763589523
"X-4517",-2.608232280044,0.382390582873469,-2.608232280044,-2.608232280044,-2.608232280044,1.25378761761198,-2.608232280044,1.10835717809042,-0.674229838818243,-2.608232280044,-0.628162382669579,-1.25383057850395,-2.608232280044,-0.130786607535354,-2.608232280044,-2.608232280044,-2.13711885635907,-2.608232280044,-2.608232280044,-0.0513991525066442,0.0795203396435263,-2.608232280044,-2.608232280044,-1.37332724739401,-1.57776699931695,-2.608232280044,1.92903347864586,-2.608232280044,-2.608232280044,-1.33764256574134,-2.608232280044,-2.608232280044,0.0247924614512871,-2.608232280044,0.603121869839996,-2.608232280044,-0.522840788813359,-2.608232280044,-2.608232280044,-1.13078660753535,-1.99615793370561,-2.608232280044,-2.608232280044,-2.608232280044,-0.387097109367418,0.224863495376295,-0.457329220995283,-1.92503794231878,-2.608232280044,-2.608232280044,0.321158452275944,-2.608232280044,-1.95269428522164,-2.608232280044,-2.608232280044,-1.20978402113154,1.26002565596146,-2.608232280044
"X-4522",0.32000321796287,-2.26534456652099,-1.06793882865658,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,0.352758525040637,-1.6333747059064,-0.884522782580064,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-1.41503749927884,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-1.12343394124828,-0.260727938450625,-2.26534456652099,1.06832686143451,-2.26534456652099,-1.59655047499637,-0.0504028161128399,-2.26534456652099,-2.26534456652099,-2.26534456652099,-0.0902908890736066,-2.26534456652099,-2.26534456652099,-0.483984852996335,-0.702123844953905,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-0.640853701613201,-1.77760757866355,-0.792107148358667,0.525734815823779,-1.06995658428743,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-2.26534456652099,-0.515260334091089,-2.26534456652099,-2.26534456652099,0.222392421336448,-1.08314123530025,-2.26534456652099
"X-4523",0.864202656091021,0.725304901574444,0.257614130049541,-1.30876363568891,-1.12763087523614,1.28352672985146,-3.68038206579984,1.82727706554224,-0.926865295369785,0.231022726479888,1.02809760617496,-0.142417044615852,1.89297381527333,-1.44352970979186,-0.0291463456595165,-3.03899413161586,-1.68656064072896,-0.114555789901826,-0.375197234747053,0.792161248408331,2.29582096385238,-0.244685095954902,0.246509432126542,0.508935661864395,-4.14135584924554,0.137066277181688,1.4529467973546,-0.904188075228695,-1.74823042026202,1.26883358977176,0.716039755311658,-1.07400058144378,2.46065520449682,-1.68038206579984,0.151425899982304,0.035154664307528,0.040307988653537,-0.165423609207372,-1.23559722312694,-1.19759995988516,-0.171368418311981,-0.344342871409396,-0.218150727594029,-0.13764780046798,0.945982185997463,1.94373382963453,1.98792716769943,-1.06290675156019,-0.67116353577046,-0.289827251720338,0.577247535593151,-0.567040592723894,0.716917752117876,-0.476605322630738,-0.785875194647153,0.866578332296676,2.1940870521163,-0.438959049582232
"X-4593",-0.271716648933595,0.0572769650732476,0.252173413202027,0.231022726479888,-0.154142004201385,-0.0115879742752118,-0.735363489569705,0.138814468902282,0.0449769087183839,-0.121863233373052,0.320388398859802,0.0500953290040581,-0.0593947118198087,-0.893428335801956,-0.111435323564397,-0.203125416815109,-0.395928676331139,-0.150400988848548,-0.121863233373052,-0.0729885189393552,-0.0424567992428947,0.810374549351546,-0.0959334368707189,-0.0867116331933308,-0.0785636691937021,-0.314732593483158,1.13049162639456,-0.141886349358483,0.178873958169795,-0.0464243370913521,0.978927776381399,0.203723209892378,0.0758748669751276,-0.554979634505442,0.313826296390398,0.0205318331313526,-0.502941231375654,-0.48264030952447,-0.614108846380673,-0.785875194647153,-0.439611115148536,0.167786090685978,1.3714659324022,0.808179083771471,0.165644004114436,0.415398127962359,-0.289827251720338,1.0703893278914,0.43722773891291,0.843179890257174,-0.0867116331933308,-0.946193556304206,0.149692932757849,-0.0266948666654203,0.159198594849254,-0.0714717551330381,0.842643672060743,0.20121562807761
"X-4611",-0.214798220180946,-1.11091590140185,-0.555332933158092,-0.799202726294145,-3.55639334852439,-0.516635639286651,0.0138790774121292,2.25509783011124,-1.33885849083724,-3.55639334852439,2.16639409625346,1.36289064266586,-0.597277823154395,-0.169744675832317,-0.96203214980098,-3.55639334852439,-3.55639334852439,-3.55639334852439,-1.51182779609094,1.68032435684402,0.528404620038648,-3.14135584924554,2.65672517002125,-0.559933706229634,0.107464697368551,1.4905701304462,0.158767875323473,1.55090066464752,-3.55639334852439,1.20726817311203,-3.55639334852439,-3.55639334852439,-1.51182779609094,-3.55639334852439,-0.488026018218199,-3.55639334852439,-2.10159814000781,-3.55639334852439,-3.55639334852439,-0.0325854296262875,-1.83650126771712,-3.55639334852439,-3.55639334852439,-3.55639334852439,1.60904573067554,2.85519240795915,-3.55639334852439,-3.55639334852439,-3.55639334852439,-3.55639334852439,0.329219294281113,-0.749038426466781,0.0917562433972769,0.070389327891398,-2.31952560467206,0.315759426842959,-0.137118856359071,-1.51732378384579
"proline",0.360645202460216,0.944108799107955,-1.13606154957603,0.0872365183946099,-0.0826318990051447,1.37721631562022,0.146655222119465,0.0505597407385976,-1.07805594614046,-1.54091816801513,1.03280614508324,0.577892027469354,0.908684833254054,0.383312609517551,-1.01352838484465,-2.01158797427521,-2.60237955379857,-1.44222232860507,-0.956422181458396,3.20382759794212,1.84746247608361,-0.0679388286565756,1.8030892366315,0.813935070481317,-1.2446850959549,0.610070064290304,3.58512279126528,0.966184336615453,-0.766930026063062,1.79936365796468,-1.85030706724215,-2.2446850959549,1.30080707304653,-1.60092007462413,-0.106249498279434,-3.15842936260448,-0.749038426466781,-1.45139897498005,-2.16704249290919,0.037499366661574,0.0935601761623378,-1.26650103555357,0.287669290414094,0.0976107966264223,1.20330558214568,1.1227831390179,-0.483984852996335,0.933572638261024,-1.36711140391002,-1.34617564113404,1.47005957534102,0.140996733788031,0.442899274633353,-0.321928094887362,0.627295543481579,-0.0380063225797449,1.86987140617771,-0.355374577980504
"Putrescine",1.32577016118176,2.2295110179702,-3.68038206579984,-0.137118856359071,-3.68038206579984,5.06343103585707,-0.169203834198658,1.31189057217555,-2.04295214518455,-1.2265662387645,3.35496926400646,0.803778104066108,-2.52837897235479,2.2787777636951,-1.27811700040687,-3.68038206579984,-2.20645087746743,-1.7115429972863,0.926758531986465,2.01744686846683,2.10835717809042,-3.68038206579984,1.16757202509602,1.48302032946315,-2.45271470242272,-1.00096211743538,-0.314732593483158,1.5618556181456,-3.68038206579984,2.89846635671934,-0.742587012514868,-3.68038206579984,-3.68038206579984,-0.331578264921082,0.0658020583957461,-2.32433459259446,-0.618532033414858,-0.974262438586392,-2.58496250072116,-2.77266965584789,0.630716095886772,-1.85551849388749,0.292389125728106,0.159629185821228,-0.839079811818897,-0.394663709094562,0.644933000112738,-0.406088542551361,-1.6363616532278,-0.238998470378284,-0.249250590400694,0.20163386116965,1.88908409859815,-0.253830578503954,0.303342394487331,1.08927214707254,1.0937855092422,0.258217389536018
"serine",-0.154142004201385,0.0310422433585716,1.65626753479429,1.2389906156839,-1.38583985870756,0.263835680523033,-3.22881869049588,0.666302128173095,0.533064921869638,-0.457329220995283,1.08156687720288,-0.0588936890535686,1.41989839688342,-3.11195493280498,0.751320887143276,-0.829647596676058,-0.234465253637023,0.577247535593151,-0.244685095954902,-1.3646325458416,-0.410556082191407,1.51601514700366,0.377771589874647,0.230612928141416,1.23980535242214,-1.19539568895843,-0.152537523916392,-1.49953784446848,1.4370501436593,-1.11091590140185,-0.477274631406783,0.495354059645558,-0.382701517159154,-0.785875194647153,0.809277234188633,-1.084160447664,-0.279283757478869,0.266236837872138,-1.34129341975429,-1.58496250072116,-0.454690546202297,0.113255977503258,2.36045792459393,1.20789285164133,0.682423476999462,-0.013528384844647,-0.305788392232109,2.9540722022496,-0.181149439104566,0.257412987485132,-2.46593839757888,-1.78753441856884,1.25298074116987,-0.372081934376771,0.179298717495958,0.552868871011303,1.35989594508638,1.2724213936015
"sn-Glycerol 3-phosphate",2.93834853003026,1.91121220155861,-1.60164962965404,1.32711247074709,-0.0856906175520678,2.01054115978159,-2.26072793845062,-0.0928529480685435,0.465365052837269,-0.286890765787161,1.54465023740931,-1.17788172527066,0.334186862566518,-0.00626526307245268,-0.675765437729469,-0.937878288092203,-1.33400092718794,-0.137118856359071,-1.21535643068932,0.549258439039477,0.982339556784369,-0.321928094887362,0.0994074282918504,1.50199106416658,1.26723614181241,0.907916147484574,-0.46394709975979,0.35727047567956,0.00528020734143432,-2.15414200420138,-1.15521264992094,-1.57346686188333,2.84398384404833,-1.2584251525812,0.0598167185417972,-1.0183908600944,0.429749850800216,-1.10263047997378,-0.968604803724466,2.19219416528334,1.56299538066595,-0.866874916760639,0.0662614422687213,-1.12029423371771,1.95865710767711,0.608493865028429,2.26953191743372,-0.591469279662741,-1.66505041204385,-0.297490205602089,1.90881290773955,-1.49546434988205,1.88830489520849,1.79535136516656,-0.291003521692462,0.381467966585142,0.652295270179216,-0.0872224121120629
