"","LHC3265","LHC3630","LHC3660","LHC4662","LHC5838","LHC6065","LHC6075","LHC6334","LHC6500","LHC7548","LHC7747","LHC8009","LHC8114","LHC8179","LHC8232","LHC8331","LHC8405","LHC8479","LHC8548","LHC9512","LHC9519","LHC9524","LHC9768","LHC9790","LHC10248","LHC10668","LHC10692","LHC10740","LHC10744","LHC10864","LHC11246","LHC11291","LHC11472","LHC11541","LHC11854","LHC12162","LHC12285","LHC12379","LHC12434","LHC12644","LHC13163","LHC13527","LHC13707","LHC14470","LHC15120","LHC16879","LHC18476","LHC19271","LHC19885","LHC20017","LHC20645","LHC21062","LHC21090","LHC21166","LHC21273","LHC21276","LHC21318","LHC21881","LHC21965","LHC22529","LHC24027","LHC24817","LHC25688","LHC26470","LHC26665","LHC3264","LHC3631","LHC3661","LHC4333","LHC4663","LHC6066","LHC6076","LHC6335","LHC6501","LHC7549","LHC7748","LHC8010","LHC8115","LHC8126","LHC8180","LHC8233","LHC8254","LHC8332","LHC8406","LHC8480","LHC8549","LHC9513","LHC9520","LHC9525","LHC9769","LHC9791","LHC10249","LHC10669","LHC10693","LHC10741","LHC10745","LHC10863","LHC11262","LHC11292","LHC11473","LHC11855","LHC12025","LHC12163","LHC12286","LHC12380","LHC12645","LHC13164","LHC13216","LHC13528","LHC13708","LHC14458","LHC15121","LHC16880","LHC18382","LHC18477","LHC19270","LHC20018","LHC20020","LHC20644","LHC21061","LHC21091","LHC21167","LHC21274","LHC21275","LHC21319","LHC21882","LHC21966","LHC22530","LHC24028","LHC24818","LHC25689","LHC26666"
"Isobar: ribulose 5-phosphate, xylulose 5-phosphate",-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.21269459185778,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.397410097364,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.17595072071327,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.27222066424582,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-1.02972648457904,-2.87997724932311,-2.87997724932311,-1.69090299408321,-1.53093091409615,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,1.60731847620328,-2.87997724932311,-2.87997724932311,-1.29031058260204,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,-2.87997724932311,0.318415187118504,-2.87997724932311,-2.87997724932311,3.1687366932713,2.39159726954326,0.866180019636413,-2.54287013476064,1.52967104834778,2.43479366941973,-2.87997724932311,0.18947668909787,-2.87997724932311,1.62300061033145,0,0.159254578943694,2.73839820016008,-0.278434848189406,0.375412050471884,-2.87997724932311,-2.87997724932311,-2.87997724932311,2.27950695398956,-0.777309177751496,0.710772276887361,-2.87997724932311,1.21896711004896,-0.179049083122407,0.117628557495389,1.01811425451323,-2.87997724932311,0,-2.87997724932311,0.557169886509127,-2.87997724932311,-1.02378595768382,-2.87997724932311,-2.87997724932311,-1.15957302279649,1.26465652548348,-2.87997724932311,-0.634347771492441,-2.87997724932311,0.934682557645298,-0.0827149085558006,-1.84484143484452,-2.87997724932311,-0.392262060418825,-0.49638259744075,-2.87997724932311,-0.86537424225892,-1.27940281974944,1.72190195160641,-2.87997724932311,-2.87997724932311,1.59281340620105,-0.218178697912488,0.810821466040076,-2.714159860191,-2.87997724932311,1.55859581597106,-2.87997724932311,-2.87997724932311,-0.309423780962935,1.2430414208484,-2.87997724932311,-2.87997724932311
"isobutyrylcarnitine",-2.30986007157827,-2.30986007157827,-2.30986007157827,-0.19141395401536,-1.12385832573167,-0.42348947140734,0.125069145789026,-0.701735840333814,0.408081393253393,0.601363731305369,-0.383631009935643,-0.565380845525936,-0.942900522985092,-2.30986007157827,0.275424295639875,0.286443542766727,0.576831685539773,-2.18807527006954,-1.22855046432259,-1.20649193937217,0.376912675319847,-0.480152177880854,0.592779925618537,-2.30986007157827,-0.199851791191627,0.280505029992425,-0.606357555237728,0.326870947176524,-0.180747110877824,0.0155974755648811,-1.08685054715571,-2.30986007157827,-0.107873249503213,-2.30986007157827,-0.395137309427013,-1.19646213554112,0.081557787900092,0.175697043538917,-2.30986007157827,-1.1334417126,-2.30986007157827,0.591286858578154,-2.30986007157827,1.10640862597979,0.785818351342721,-0.438195855238811,-0.949053982598995,-0.0608321093654036,0.109480918280342,-2.30986007157827,0.783020741643158,-0.0069445087285143,-0.422934263171682,-0.668794683399637,-2.30986007157827,0.575254234415388,0.297966125087569,-0.89011261040631,0.824979609351055,-2.30986007157827,0.114846732916962,-2.30986007157827,-0.551661439600228,-0.0157621158240243,0.204704159490331,1.08571697294524,0.990461174615588,-0.436045311771352,0.110242958074088,0.00690836934217749,0.622686758466579,2.49107832138952,-0.663824032636692,0.972751463304094,1.33694601834015,-0.233761050893744,1.15697254406098,-2.30986007157827,1.56340710197131,-0.409603974805966,1.37901647817358,-2.30986007157827,-0.340727541012953,-0.243893881909141,0.523220686956535,-0.525041747640834,0.494190291714483,-2.30986007157827,1.86085158789775,-0.200105342301711,-0.135004489020394,0.955662460228198,-2.30986007157827,-0.776421758616012,0.817279425383892,1.1794473537201,-0.391834200875213,0.422932645765365,-2.30986007157827,-0.0208350877594986,0.33476275752685,-2.30986007157827,-0.0285590822205296,-2.30986007157827,2.14525028902361,-0.912184165974657,-0.311950374086215,1.10640862597979,-0.938472623972059,0.217739447990889,-0.358283816916538,0.512762897968773,-2.30986007157827,-2.30986007157827,-1.70538219163629,0.603615663811131,-2.30986007157827,0.78968752423464,-2.30986007157827,-2.30986007157827,0.463915360119753,-0.350520655001069,-0.978651044963324,0.729435305389806,-0.652298064201317,1.9070752487562,-2.30986007157827,-2.30986007157827,0.54264436786977,-1.07837477534586,-0.568034791793295,0
"isoleucine",-2.92256009688829,-0.377526887230444,0.32443044206889,-0.171407410596768,-0.573310149058817,-1.1875625642364,0.268075022534324,-0.496315438409721,-0.644079373926206,-0.374561167055301,0.000144262291094538,-0.138228804555824,0.408385791406414,0.297120967885546,1.04526821513853,-1.15960525170903,0.330512508404979,-1.1923252472961,-3.48475503396306,1.38301578125653,0.612569535482543,0.231469274119382,-2.21460847779858,0.183442049865387,0.871141839265151,-0.195556486832043,-1.46393516026403,0,0.23075637080115,0.0904605304182982,-1.44951300005617,1.08624027582074,-1.10442437833989,-1.37261355153785,-0.680800600546036,-1.13500924168218,-0.476361771299667,0.237257770900372,-0.381421152852395,0.553183534998131,-0.536639114183342,-0.258637430745626,-3.77300029765434,-1.7047753936825,-1.64891447959775,-1.42572213291877,-1.4904845378885,-0.0169805140511617,0.131892346063894,-4.31016340706355,-1.90781421602476,0.324626295275567,0.390370532410856,0.159629185821228,-0.44354998352736,-0.599438025699295,-0.230754665464485,-0.0965143323549292,-1.72687325777852,-0.272726017635707,-0.0191703792493263,-0.462133429391672,-0.100519617877583,-0.176705527122845,-0.33702344576341,-1.12903327198394,0.611332932914846,0.227531617289718,-0.661316593715008,0.808500379268701,0.19055165203227,1.25951956978067,0.954925850358804,0.280386247621569,0.633821766297051,0.0763812270263603,0.872088018775085,0,0.543604761961795,0.623276930823043,0.831439503260607,0.88922431052498,1.05955602255621,0.661594561039856,0.823023754936607,-0.810424633860144,1.16059754588055,0.822199872819968,0.94145191523445,-0.227317040641582,0.54644260185187,0.601287655342981,0.765857195099777,0.116205039913103,0.644548517249047,0.732121557240046,0.738958022261797,-0.251191874896486,1.12183103927401,-0.243212384468425,-0.11657155587821,-1.43537014395983,0.498945236774692,1.2306272730492,0.673945311300845,-0.445959353797651,-0.107043276530064,-0.0711544476532545,0.402143673301463,-0.852055139385022,-3.6079490469927,-0.325794283244501,0.194767883857533,-0.347015216013361,-1.4162806760791,-0.00116183721015952,-0.288792339399371,0.715981203188397,0.0286964432023286,0.272035136796593,0.884785449389194,0.473527177156759,0.641398052776723,0.127976580488621,0.941639708933105,0.899570093690872,-0.818495395785188,0.675364312749146,0.467102067630072,-0.638701013834871,-0.95282459904605,-0.0292803164191948
"isovalerylcarnitine",-1.4438384246235,-1.10728413710951,-0.924177147635724,-1.4438384246235,0.546709289282951,-1.01524296772909,-0.514226967562915,-0.649038902027688,1.14957805012324,0.43995285874262,-0.339735809074811,-0.504681419694519,-1.19265497074231,-0.59271034265231,0.0101209888616119,-0.612476433383189,0.07579273778504,-1.4438384246235,-1.4438384246235,-1.4438384246235,-1.02011806213275,-1.4438384246235,0.149714607700809,-1.22350516823204,-1.4438384246235,-0.42978774079763,0.716464187152424,-0.39368475357176,0.628391002864274,0.0673358292534168,-0.953288239363875,-1.0052320317494,0.0294599534734713,-0.0300755637927744,0.743480499786067,-0.189869531090433,0.0729975597999501,-0.0267649211305413,-0.461457863377275,0,-1.4438384246235,1.64351451913364,0.566250140010241,1.3872522388335,-1.4438384246235,-1.4438384246235,-0.451813957434035,0.0937088999438096,-0.486044432824782,-1.4438384246235,-0.266833113445907,-0.217034595160887,0.874710421269081,-1.4438384246235,-0.338795845658906,0.656496370553495,-1.4438384246235,-1.4438384246235,1.52628419797338,-1.4438384246235,-1.26356310616059,0.27331297313106,-0.832328644520456,-0.581667544035508,-1.30731214046443,0.981962220904255,4.62703478252049,-0.582181502745591,0.372907535214614,-1.4438384246235,2.15523435510455,0.511032786766867,-0.657072113528258,1.67156059736233,0.809735464760444,-1.4438384246235,0.95534256476828,-1.4438384246235,3.17106267883858,-0.80594321453071,4.14893410452634,3.6352784439396,-0.334458055090102,0.135009441351161,0,-1.4438384246235,-0.292924078114117,-0.846747208448529,1.07034123725519,0.0262759914923767,-1.3591051802405,2.18743838486047,-0.557524610255923,-0.0996706749031165,0.99667797961637,-0.115228614395235,0.102658131363739,-0.415745555369543,-1.4438384246235,-0.501779774108177,1.17837683095131,-1.4438384246235,0.881891674213024,-1.4438384246235,5.07560536306973,-1.4438384246235,1.78018829432029,1.22748232850534,-0.439721343347592,2.540181055924,1.36296916980772,0.628913542661786,-0.926124938484977,-1.00199229415579,-0.814440416748993,1.28732453099328,-1.16907946929699,1.51905371100435,-1.4438384246235,-1.4438384246235,1.7281469126896,-1.4438384246235,0.0563615582080885,-0.267626591527929,-0.511760599883042,4.80303583566915,-0.0333406688299789,-1.4438384246235,1.99311637555095,0.188362941785333,-0.98717105704105,-0.85207857707099
"kynurenine",-0.603377957952839,-1.25954384742626,-0.616580473523826,-2.38572927308221,0.367460532334297,0.105932806388286,-1.12552563592961,-1.91346621397692,-0.134641748707702,-0.354986425266598,-1.47176476570334,-1.33722573935823,-0.994786874027366,-1.77513485865198,-1.94240693840043,-0.339126131942153,-1.42238893558994,-0.262633392350719,-0.234562002313139,-0.720416977819785,-1.28036618472051,-0.517219852975331,-1.04750241561101,0.232771256859416,-0.724876110856458,0.598813000200042,-2.38572927308221,0.255440304865444,-1.00508434977815,-0.734596711215168,-2.38572927308221,-1.52494833055678,-0.263121547245961,-0.914765721346238,0.972450040299359,-0.512233782612734,0,-1.69525067034903,-1.25246307484997,-2.38572927308221,-1.16156289614988,-0.691865164342969,0.842673169241442,-0.46003424999947,-0.0344218161600094,-0.91461069768763,0.388817737461118,-1.16729628269645,0.0564586743546446,-2.38572927308221,-1.38200949049381,-0.887121084215019,2.42287345816613,0.651921926446579,-0.996803645847136,-1.08702829481954,-2.38572927308221,-1.60603033258072,0,-0.572323034997599,-0.176979507035055,-0.491676827798052,-0.522382764395232,-0.683413984238504,-2.35030177514902,0.187894404790796,4.54064727659048,0,-0.795646401221141,-0.0582145799995305,2.52620656243002,2.28135997448521,-1.08453569912994,1.29200425100381,2.95266158376343,-1.23543642934385,0.167447852498557,1.30404953922471,4.39353289643554,0.431622959713292,2.99318160585638,2.17867002926411,1.34237269045267,3.69451250937538,0.661174960810034,0.90928156342141,0.166895368985402,2.14196896052024,1.71249453513727,4.35363381831772,-0.210602930103869,1.39105279301467,1.74123397907831,2.8343046801137,2.02933272981864,1.52049768158917,2.68662602218668,-0.23466554755754,1.04825013814864,0.404369095396898,3.0220233007122,-0.788885606252552,1.3571691118114,-0.186311144220345,3.16500665517853,-0.300125041028839,0.223200104429181,4.60269441167592,2.89710486396729,1.72747614496283,-1.58093579278847,0.723488663879856,0.338509989806028,0.42867840994823,0.415520721182391,1.4056275566979,-0.594593547910433,4.49468441051768,-0.370521207768023,0.986105069686765,3.15631732767932,0.780965148057705,2.45378884095839,-0.746252715494183,-1.09616885127759,4.17632277264046,0.124235481886829,0.615717612017701,0.0336238635658977,1.79301772448485,1.52232698247969,-0.156824934817921
"lactate",-2.57338957671911,-3.70895288264569,-0.296844358510492,-2.44952482079073,-0.361839024352855,-1.39632357322542,0.570812632891985,-1.18089102028146,-0.58072648091378,-0.45885393494686,-0.97531721023009,-1.66087630078998,-1.20433942996732,-2.40815210297054,-0.667235934800654,-2.37775181162301,0.412510571249805,-2.37208691348818,-1.32001778925637,-2.28149852279622,-2.2084876242684,-2.75116402663033,-2.03756795209047,-1.21547926599159,-2.65234794874588,1.56500242897233,-1.33499296948646,-0.768830594005926,-2.34132510090541,0.823586334708812,-0.862708961530387,-1.22424988417991,0.225139169457732,-0.415376091444807,-0.0372200162949839,-1.82251842994933,0.0362852865673424,-1.20450898571991,-0.857105635023766,-2.86965950426591,-2.79911904571404,-1.19757679753604,-0.624063109136447,1.17954926685251,-2.66878550936427,-0.537246141689444,-0.0136793611686525,-1.28724752342996,-0.051935964821116,-2.39303858984208,-2.51746145215458,-0.318862021568107,2.69596709628769,0.842447902760137,-1.1769778760483,-1.13933431074836,-0.79743307965659,-1.25650054256682,-1.08585801459029,-1.82559358147025,-2.16342302163376,-1.09541648240026,-0.149554194485139,-0.905861239330922,-2.95139551369224,0,2.18440725869306,0,0.193330195384304,1.02463882421184,2.14092586205208,2.43346159147076,1.19779621076984,2.58213927130938,3.04478053500332,0.457300102306517,0.902559864102532,0.216945251542024,1.88819187577308,1.00942600589993,2.20402173962712,1.14325626144542,0.407418017676871,1.46280619832924,0.649790181268665,1.18367706148453,-1.55198290419805,2.50269975811953,0.0135551610161236,1.59965105108866,-1.60450719882471,2.33480279465569,2.15965824608219,2.63273352595054,2.44418467448777,0.980281269045372,2.2063931685116,1.5738252982168,1.00319923315444,0.611153490296237,1.78017989361548,-1.53158559376366,0.892049013219124,0.650222297937798,2.0968218177514,0.34502160073248,1.44653680017322,0.914587483975011,1.46352829674244,2.34726028424536,-1.6382002047668,1.06480699086455,0.899198837184603,-0.673890691871683,-1.64496117622203,1.30840165175748,0.435393903681934,2.95231119883132,0.324833640283118,0.942187926671883,3.02668145254479,0.318438326328604,1.49538305653516,0.0379725342662245,-0.188081844404348,2.40805692989944,-1.42262483215364,0.985813708847881,0.64003780964543,2.73436278987229,-0.964806851822751,0.080193743549013
"laurate (12:0)",-0.440365270395814,-1.39703010077515,0.683085565375964,-0.545335568737895,-0.245608442699326,-0.228251304462274,-0.0301713175788248,-0.868929478782748,0.451794007737931,0.110563696554019,-0.523160041140417,-0.206581835730103,0.170566056792069,-0.678944711036491,-0.603408644078376,-0.290091828859734,0.59731663112903,-0.995318843882092,0.565870092343647,-0.439363295514198,-0.295575960096694,-0.682783931772232,-0.0439954045334044,-0.340195975585439,-0.557288946021266,0.317257753170948,-0.337517383649991,0.78814277096489,-0.320194296338273,0.662096096829503,-0.825550115903145,-0.989237344813598,1.75262015586473,0,1.07527932439239,0.140098040458387,0.277461117589665,-0.129399338921931,0.0970039280998882,-0.407269818395969,0.12987646083313,-0.0878483628371452,0.194994756390924,0,-0.416492469308212,-0.335972340279853,1.70234725302712,-0.217765911069356,-0.114739587733093,-0.544872452641521,-0.234556910115798,0.755708001977794,-0.107375830091117,0.244996626738049,-0.66193733838954,-0.0163281417538534,-0.566820464941792,-0.962353513122331,-0.0880308338811941,1.04066803292265,-0.400529850514121,0.213664561978123,-0.132057686701729,-0.621594918160098,-0.550644645063007,0.262445185051332,0.625307900754538,0.645148265767719,0.452532180336703,-1.0042853918737,0.796448244224773,0.00250810794947657,0.117681745879991,0.0827162124485624,0.209628038129617,0.0173090777400618,-0.572606224724394,0.655965416003151,0.316423825378429,-0.637362917001576,-0.302414757102169,-0.537744513776232,0.243254734044354,0.404674277743406,-0.902556403889187,1.22439843314855,-0.732910113041504,0.626878303317751,-0.0877517698622202,0.262541400801667,-0.445900396976091,0.0867973507771755,-0.421395499663224,0.603672629164337,2.00171938885429,0.766179571783959,0.149493508001972,0.0622322590164594,-0.244450933418288,0.791255634907322,-0.0025168114952266,-0.605024971671893,0.32964029003823,-0.399273528804211,0.514177820222774,-0.324292444356694,-0.166306754893513,-0.196174513945692,0.045219279770582,1.24414421476749,-0.0227904267734885,0.399903878817133,0.25553698890327,0.147840690207178,0.289586618974496,0.652032103498351,-0.424980110965268,0.406928446665488,0.174956033689541,0.519783423816883,0.380463489420688,-0.123562815188653,0.515439972102234,0.367147374657944,0.17123245232451,0.259664183948652,0.419754605485611,0.585068294478431,-0.224858410366136,0.367963679090282,-0.00752883853211306,-0.394115058263657
"laurylcarnitine",-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-0.0838275956535045,-0.31584734447215,-1.3216287667206,-1.3216287667206,0.101609739229307,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,0.320311370907041,-1.3216287667206,-0.601489825548963,-1.3216287667206,-1.3216287667206,-0.147150982681427,-0.996075441533806,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,0,1.04843848363609,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.31823951495312,-0.368012904728153,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,3.09658740115088,0.0291348040530228,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,0.250488680016227,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.25082446631176,-1.3216287667206,-1.3216287667206,-1.3216287667206,0.689871651476161,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.20669504652,-0.29639604003614,0.815050717076142,1.20007742028481,0.487599537814452,-0.522873954597815,1.14223697061005,-1.3216287667206,-1.3216287667206,-1.3216287667206,0.91978245380623,-1.3216287667206,0.537614145659237,0.626196136016113,-1.3216287667206,-1.3216287667206,0.0792244885610449,-1.3216287667206,-1.3216287667206,-0.0297294300418394,0.625803509972288,-1.3216287667206,-1.3216287667206,0.22324953972793,0.110830924161338,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-0.193855800865223,-1.3216287667206,-0.812095463069973,-1.25384204671361,-1.3216287667206,0.334968650925357,-1.3216287667206,-1.3216287667206,-0.48470739029649,-1.3216287667206,0.185612862342351,-1.3216287667206,-1.3216287667206,-0.717619505361394,-1.3216287667206,-1.3216287667206,-1.3216287667206,3.08225295424325,-1.3216287667206,-1.3216287667206,-1.3216287667206,-0.942334855908181,-1.3216287667206,-0.125535079020992,-1.3216287667206,-1.3216287667206,-1.3216287667206,-1.3216287667206,-0.916101790800746,-1.3216287667206,3.91124096886982,-1.3216287667206,-1.3216287667206,-0.12005432720802
"leucine",-2.86739420501763,-0.876206687784401,-0.120303642629095,-0.923109854944843,-0.146988035428154,-1.34539215262906,0.0971388098352976,-0.912197741022912,-0.347130825767678,-0.739068652041727,-0.316713172051694,-0.838305764563868,0.0223465053751166,-0.192272498537161,0.505647073340236,-1.29171209894681,0.179969582442196,-1.64690258875629,-1.99870792400701,0.606925414512694,0.137621557606507,-0.432472075074499,-2.14584153501933,-0.376638778545071,0.586317997076068,0.595436823314005,-1.81623021473338,-0.371345837366842,-0.26031950154969,0.0559591502282766,-1.86755213378057,0.504874589398464,-1.08620409809935,-1.48264971697506,-0.734323074827831,-1.49397496682307,-0.926700738780717,0.0991335865061226,-0.962120213095045,-0.0107127333541075,-1.00258184759331,-0.385876303554801,-2.27941682772141,-0.316332287608616,-1.96170992144199,-1.69155058288218,-0.891511673776144,-0.656523953342983,-0.00171494058510108,-3.12909006938633,-2.26531682265236,0.247198388575865,1.42140375107621,0,-0.492031866337674,-0.417655961076501,-1.08171758226539,-0.962347890991311,-1.49774680581284,0.00128342754581261,-0.574014417021902,0.109521035674459,-0.446330837185948,-0.460806440526661,-1.11716760322698,-0.263684342056837,1.22403409828416,-0.164235964660046,-0.653361885733483,0.457615303100321,1.01745874636163,1.42124754033839,0.656560438062149,1.25623171484175,1.23005541553102,0,0.622920982740144,-0.533376011999979,0.93339890012506,0.483911201534528,1.52713040483978,0.657896055138423,0.822583322038137,0.606015752775231,0.465013218053327,-0.0446901727214194,0.620699006646494,1.36957815383604,0.859961599466121,0.718850388152001,0.0516087608684066,1.14735229113115,0.862058551846765,1.02924083909007,1.25154338361271,0.980288581772567,0.799965921662708,0.00171578640810179,1.06163796868547,-0.0370305376238444,0.704013172588229,-1.97062768828648,0.291615344706607,0.686720136275932,1.07073278582443,0.0149979347441367,-0.101526935786565,0.125042687670812,0.79299690856732,0.370688801557036,-1.46687924581592,0.287200397430725,0.819496521182865,-0.0412167037810419,-1.58744607267618,-0.343655572341521,-0.193647893343607,1.54988598989608,-0.00128601428591285,0.192219420117717,1.92861667355163,0.243681265839738,1.10469225709021,0.283424001091897,0.29345288793283,1.51405659553227,-0.810280425707649,1.06240497191755,0.712578173077454,0.447558038629618,-1.12056711706414,0.19019763505378
"lidocaine",-1.64256735694335,0.460815941507838,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,0.645258961312996,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,0.748212174863365,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-0.681126725581417,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.1976595219191,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335,-1.64256735694335
"linoleate (18:2n6)",-2.14826334957638,-1.93979763008018,-0.0751779971988855,-1.99906543637943,0.161823202945348,-0.0280353095436284,0.568411583402549,0.390766723009741,-0.109743214675014,0.325985014656602,-1.03031569684074,0,0.584722031508017,-1.26565672181228,-1.53261199538735,-0.622774057805692,0.0031128606078385,-1.12022210076898,-0.593580883482042,-0.705577456102854,-0.602775327063556,-0.165436013741425,-0.0466289610191909,0.0459461487146101,-2.03109087742813,0.0750533646045073,-0.479460077618421,0.879211715461282,-1.14187892101035,-0.49635003509588,-0.906145095257913,-1.20641536541118,0.274887811577583,-0.85195358047886,0.915497955121521,-0.830357153177257,0.268925389274479,-0.397229586504436,-0.520624555605665,-1.38952670539806,-0.759360833689206,-0.12841337907542,0,-0.169600251274552,-1.20111501707196,-1.19740474601192,0.988710132507539,-1.02113663762055,0.153558922175434,-0.921179787616504,-1.47575173527585,-0.233996878108835,0.0093041702758849,0.365367796296442,0.0128403822973492,-0.517750598370783,-1.08065228931621,-1.12526754869627,-1.32770682626342,0.168744714825876,-0.232704543249229,0.697204456402065,-0.00555785426753147,-0.0463160769472193,-2.43072668976724,-0.205962663300555,0.995006858005395,-0.841781909584627,0.170168636031765,0.854610108382873,0.967957999556941,2.09426647761751,-1.23739435009115,-0.243246537078372,1.37236153043482,-0.0399717404361362,0.579682203612028,-0.141687919479941,1.73586439769011,-0.492169847745059,0.597059137293521,1.64865410851095,2.00351588825832,0.556090927949031,-0.539873956431171,0.927919203011338,0.237551481666622,2.39592651228695,1.0792654561759,0.556022239633219,-0.384514018106115,0.746364367113651,1.03279204242349,1.3998218691436,3.19704129792037,0.317547198723565,-0.384240962124492,0.209840112024334,2.05107622318365,0.381682066133858,1.08878611905321,-1.58169561268351,-0.282010645428838,-1.5259077004817,2.263103533315,0.530839841328019,0.218917527788207,1.06382733964525,1.62808765634469,1.85712905607874,-0.99780876845226,-0.396521062214401,0.347858380682694,-0.00311236258959645,-0.00936020778918598,0.224867610302089,0.173332147298682,1.81843748532729,-0.870247482832817,0.186538589525647,0.892966046296891,0.757134218780957,3.13865558024968,0.212170869663243,-0.281591463059089,2.22541067750729,-1.01215236457231,1.0837648064389,1.50258011087311,0.381482733091362,-0.304296536218407,0.102429700561334
