"","LHC3265","LHC3630","LHC3660","LHC4662","LHC5838","LHC6065","LHC6075","LHC6334","LHC6500","LHC7548","LHC7747","LHC8009","LHC8114","LHC8179","LHC8232","LHC8331","LHC8405","LHC8479","LHC8548","LHC9512","LHC9519","LHC9524","LHC9768","LHC9790","LHC10248","LHC10668","LHC10692","LHC10740","LHC10744","LHC10864","LHC11246","LHC11291","LHC11472","LHC11541","LHC11854","LHC12162","LHC12285","LHC12379","LHC12434","LHC12644","LHC13163","LHC13527","LHC13707","LHC14470","LHC15120","LHC16879","LHC18476","LHC19271","LHC19885","LHC20017","LHC20645","LHC21062","LHC21090","LHC21166","LHC21273","LHC21276","LHC21318","LHC21881","LHC21965","LHC22529","LHC24027","LHC24817","LHC25688","LHC26470","LHC26665","LHC3264","LHC3631","LHC3661","LHC4333","LHC4663","LHC6066","LHC6076","LHC6335","LHC6501","LHC7549","LHC7748","LHC8010","LHC8115","LHC8126","LHC8180","LHC8233","LHC8254","LHC8332","LHC8406","LHC8480","LHC8549","LHC9513","LHC9520","LHC9525","LHC9769","LHC9791","LHC10249","LHC10669","LHC10693","LHC10741","LHC10745","LHC10863","LHC11262","LHC11292","LHC11473","LHC11855","LHC12025","LHC12163","LHC12286","LHC12380","LHC12645","LHC13164","LHC13216","LHC13528","LHC13708","LHC14458","LHC15121","LHC16880","LHC18382","LHC18477","LHC19270","LHC20018","LHC20020","LHC20644","LHC21061","LHC21091","LHC21167","LHC21274","LHC21275","LHC21319","LHC21882","LHC21966","LHC22530","LHC24028","LHC24818","LHC25689","LHC26666"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",-1.23064462930874,-1.23064462930874,0.528341269431733,0.0319879628554913,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,0.102685003198058,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,1.27258462569887,-1.23064462930874,-1.23064462930874,-1.23064462930874,1.01228976125741,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.217890070301383,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.0140755671016371,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,0.0132407020084136,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.997347880327299,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,0.760868150783453,-1.23064462930874,1.59776951802797,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,0.060808317036086,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,0.723576035341038,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.842358633298583,-1.23064462930874,-1.23064462930874,0.597040061847726,-1.23064462930874,-1.23064462930874,-1.23064462930874,0,-0.269267019063192,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.0133677167866173,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.367594036969586,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.344250683516437,-1.23064462930874,-1.23064462930874,-0.71520161987455,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-0.591177292084656,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,-1.23064462930874,0
"3-dehydrocarnitine*",-4.73706177704173,-1.48710768005843,0.334122012310235,-1.67148978714073,-2.13250833792245,-1.64590446670425,0.195322398188752,-2.16967976412994,0.410818667262699,-0.303637545259631,-0.172654094368003,-1.12509761402094,-0.547077795245812,-2.22174431596151,-1.93897869352284,-0.571377326746636,0.587124921871777,-4.73706177704173,-1.95525058423467,-1.92204608486069,-0.544300078188833,-4.73706177704173,-1.5715188218744,-3.61728804238315,-1.6356830734112,1.01200364139175,-1.07379709986216,-0.907216140404022,-1.05633517536574,0.744273061586899,0.330753423156336,-1.68880382410325,0.538786454662323,-0.445375787379399,-2.11850765305921,-0.894316558936841,0.585116379985436,-1.28881525105624,-3.47786227272576,-1.15355883662362,-1.59587727744514,-0.741295360984329,-1.17033875356983,0.149233347320182,-1.59839137604906,0.171104323240978,-1.26182535707396,-0.533010653030993,0.1385261631587,-4.73706177704173,-2.3103394281187,-0.249280313425626,0.723357596766042,0.593611926944522,-0.806775796250415,-0.398303483519043,0.624166417002548,-0.129359887588014,-0.350906994590148,-0.0502648777551705,-1.84020550138968,-0.0692989904286354,0.370387504282089,0.118705240274165,-1.87363500045988,0.539084347506844,1.28735408502921,0.0661236424652936,-2.70715230050628,2.34221621855893,0.859182408959403,-0.824354048371274,0.0462815032119103,1.95293363251854,2.07946003646118,-0.123344364925369,2.40976293376567,-0.216283537248427,0.601744050954558,1.29248729162076,0.986927846286277,2.80073013065892,1.40993396617738,0.724685192824172,0.728747725429758,0,0.0533477104987977,2.52321315805158,1.58154889610768,1.47985138673735,-3.7099323622227,2.14908373368185,1.00736775321515,1.82086924811408,0.991303242792574,0.683651544812485,-1.25934352348351,0.588545549309781,0.265616921635201,0.325340358217021,1.07651805059211,-1.43808834962491,1.34403877455098,-2.72317225225214,1.43163900442527,0.507546031326271,0.0352297538323923,2.03192446379876,1.27143762877781,0.784210807561359,-1.49645179486395,0.647710534272538,-0.73648958334018,-1.60734406450225,-2.01686227705023,0.968459444876521,-1.1840868888664,0.386358481671531,-0.286809216806647,0.0629644197373728,1.13999330190336,0.305305181603512,1.06055241151427,0.553950241062938,-0.141543093509792,-0.714065192056127,-0.698489611345887,0.648539071517366,-0.0553888945435349,1.59172249610466,-3.89958958752951,1.18530838388591
"3-hydroxybutyrate (BHBA)",-1.07733934532433,-1.58098326980992,-0.871767317534022,-0.919585193706465,0.959265680065272,-0.56154106172575,0.603596674860207,-0.0496958347382168,2.42153301613831,0.163112244347124,-1.50124261839632,0.620126551433028,-0.113646517411627,-1.60561317642313,-0.800729074653422,-2.16372034726163,-0.454138354749211,-1.9407277974265,0.40983080619692,-1.04302447992234,-1.4182881843956,-1.18861446504285,-0.528329727354925,1.39683901816728,-1.38644948844663,2.18106119396361,-0.953059193596537,0.308768588933385,-1.64871542602675,-0.962227020473389,-1.55778579667628,-1.28961562493842,0.6492751498205,-0.555078549407424,0.507150198193222,-1.05194942507829,0.132563682335951,0,-0.917084904672283,-0.843194386529774,-1.42194818309044,-1.50783300738011,0.137529754330401,2.41101127563626,-1.15148381669454,-1.76405241764743,0.76332658256796,-0.888196785135598,-0.552285400115055,-1.24667958110945,-1.80511111301819,1.24447915096612,0.0869467733215958,3.40947240367507,-0.886427509031584,-0.240632785307823,-1.32502599944177,-1.91946239570562,-1.08709572207637,3.6218994862526,-2.12394950609695,1.69283334527378,-0.145988389481319,-1.16103371543516,-1.06457042652419,0.29490007171757,0.338338834684812,-0.843712123600253,2.336469069336,-0.164379853183014,0.299256382210365,-1.38087438315648,2.41693159597629,3.8958842359515,0.837273191554606,-0.972129734066997,1.11807394966954,0.617383123482886,1.59937016781504,0.244984452969577,0.406199221869294,0,-1.32660639717697,0.429192800864384,-0.254907267371179,1.24294999125131,-0.741488311394825,0.266504719230208,-1.68057166318288,1.64773355562231,-1.3092557369908,0.360813731756697,1.40233471427586,0.126153511068753,1.8654279376766,-0.988163765040754,-0.892006887369792,1.03949639059089,-1.15513874984055,0.303307320437623,0.683139477746706,-1.12954768559235,0.618285648153915,0.663863759525349,0.715796748466161,1.29110253526432,-0.18760363972026,0.198129504891237,-0.343132077494218,2.70943842718637,0.620736536758639,1.2342560476883,0.390887759550009,0.637332020130142,-0.60986943590923,0.311875075904992,0.151910758007668,1.30963605327551,-0.68385889287888,1.58667828712926,0.0480408365421408,2.6741645794366,-0.431983465714534,0.940572715677146,0.861987114993079,0.275793757529847,-1.20024290828199,2.95487375259339,-0.536032341982354,3.19965350134951,-0.825831386870442,1.43955399291205
"3-hydroxydecanoate",-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,0.149896664366448,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,-0.167297902774669,0,-0.167297902774669,-0.167297902774669
"3-methyl-2-oxobutyrate",-0.537191708109506,-0.537191708109506,-0.11399308718867,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.509581848281681,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,0,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,0.153688618950027,-0.497805882773988,0.101757635554776,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.486582022651898,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,0.109908779648709,-0.537191708109506,-0.117787378107137,-0.537191708109506,-0.537191708109506,-0.314041916062826,-0.190603666742772,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.0249480346835794,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,0.0255249678958883,0.824262770568792,-0.537191708109506,-0.311135726578992,-0.225403098819314,-0.537191708109506,1.4965288199118,-0.0259773716863392,0.0111091509020745,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,1.24248665888687,0.37402118991065,-0.537191708109506,0.128689328846787,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.112590149478554,-0.326865139720315,1.21840301125658,-0.109483265835623,0.704579855521939,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,-0.537191708109506,0.180593461589364,-0.537191708109506,-0.537191708109506,0.356774851275498,-0.223289575647902,-0.537191708109506,0.408287956146983,-0.537191708109506,-0.537191708109506,0.147983922578804,-0.537191708109506,0.0602411138808868,-0.365917921801012,-0.343640926546317,-0.537191708109506,0.585501006354956,0,-0.537191708109506,-0.537191708109506,-0.537191708109506
"3-methyl-2-oxovalerate",-1.57443327592475,-1.57443327592475,-0.129498761068446,-1.27247506141252,-0.832151408152771,-1.57443327592475,0.231383252753966,-1.41032854168037,0.343817120066961,-0.860619571044779,-0.6460263721947,-0.895711654502599,0.00109603179173052,-0.00241998540324646,-1.40929738941407,-0.331846374523108,1.35968420936823,-1.57443327592475,-1.57443327592475,0.343567007450893,0.329054689808251,-0.295446702768759,-1.57443327592475,0.795874979656431,1.17707584161224,0.414914864988337,-1.57443327592475,0.94888487347904,0.424094383273365,0.0042496851623777,-1.57443327592475,-0.505230095942271,-0.0724933730470059,-1.57443327592475,-1.21350065738567,-0.257084897272349,-0.279005400218176,0.347370851557118,-0.660069065974734,0.409689627953259,-1.57443327592475,-1.57443327592475,-1.57443327592475,-1.57443327592475,-1.57443327592475,-0.435809162242711,-1.04223394904434,-1.57443327592475,0.790246567683437,-1.57443327592475,-1.48736653561532,0.00821435894368385,-1.57443327592475,-0.147612766536422,-1.57443327592475,0.0932356346850644,-0.842718232467114,-1.57443327592475,-0.00286804125979018,0.804574025140762,-1.57443327592475,0,-0.818136695826868,-0.173050918571487,-1.57443327592475,-1.57443327592475,-1.57443327592475,1.03375070938713,-0.00426658116788249,0.102174352737672,-1.57443327592475,0.25331161509446,0.00286811030717303,-1.09827386734988,-1.57443327592475,-0.667884444702955,1.12385818990193,-0.00109397751087038,-0.132309085285521,1.69510744114639,-1.55039319936564,0.283435854783635,2.0873474210302,2.21174737552771,1.09779280741619,-0.350450756985508,2.61060557999446,-1.38655132800677,2.19166371161221,0.0466866192517915,1.1989781139298,-1.57443327592475,-0.09597609645703,-1.57443327592475,-1.57443327592475,1.84319597372428,0.639000572424334,0.0972062459743658,1.47616390584127,-0.346773016088596,-0.923490158455917,-1.57443327592475,0.524424805967752,1.59652015884605,1.56593344057429,0.205492609780184,1.9669545857445,-0.457882635338394,-0.561202559587791,-1.57443327592475,-1.57443327592475,-0.754037103783427,0.340083664935918,-0.358744388758612,-1.30797995647357,1.83550373211683,-0.20200922711238,-1.57443327592475,1.11891118060291,-0.263994405906428,-1.32091856165416,0.571870935855557,-0.0734600517319076,0.6846212789965,0.893626259984277,-0.32822113022741,-0.0101300185450075,1.28720039743073,0.177484121440816,-0.884402045155122,-0.92508633733121,0.332919847471684
"3-methylhistidine",-0.548427517712341,-0.548427517712341,0.271963448899095,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.0231964735104339,-0.548427517712341,-0.548427517712341,-0.548427517712341,0.368332541885975,-0.548427517712341,-0.548427517712341,0.689057572767644,-0.548427517712341,-0.0577655219658832,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.515929943950571,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.524553969542451,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,0.00211920447615244,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,0.887033890920403,1.10514836677418,-0.548427517712341,1.02661594908827,-0.161614533930415,-0.548427517712341,-0.0807148420895088,-0.548427517712341,0.835204567927585,-0.548427517712341,-0.540648125256087,-0.548427517712341,-0.486398087798633,-0.548427517712341,-0.548427517712341,-0.368638640406887,-0.548427517712341,0.273790378466706,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,0,0.777207175231159,-0.548427517712341,-0.548427517712341,0.0555427479622854,-0.548427517712341,0.0550151325005718,-0.548427517712341,-0.548427517712341,-0.0571980164686742,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,1.43733428557231,-0.198732059239042,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,-0.548427517712341,0.111645662785268,-0.127848924649239,-0.548427517712341,-0.548427517712341,-0.548427517712341,0,-0.548427517712341,-0.487712422946692,-0.548427517712341,-0.548427517712341
"3-phenylpropionate (hydrocinnamate)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-phosphoglycerate",-2.25232903068174,-1.6409736812416,-1.9302208550308,-0.088305350606582,0.444221787318995,-1.7708058729295,-1.61952321146066,-2.99626537244312,0.830425711157731,-1.74354483575332,0.0261909895750805,-0.930231851684926,-1.67729190652714,-0.430357258042708,-1.43706842224036,0.0378038982651105,1.22566362766318,-0.346741826629334,-2.12485533437699,-1.62903227557856,-2.99626537244312,-1.87703314050943,-1.42027918397102,-1.23524621758611,-0.83889400259894,1.24115680040586,-1.90347905192244,0.209902480766843,-2.44190089432508,-0.598603266760372,-0.288818775958819,-2.38787967232689,-2.99626537244312,0.207867869692728,-0.206144059957589,0.293429344490797,-0.842984755867,0.0661649837883519,-0.654637691009539,-0.423415947242041,-0.692275388392644,0.0832065590527785,-1.15703242831447,1.28647311485529,-0.235946048710851,-0.165528242099875,0.161707132705864,-1.63858197171441,1.42258286563643,-0.0266723323857618,0.388839774610513,-0.245252713234786,2.62126889006805,-0.212236572732221,-0.318448186663534,1.44197208587551,0,-2.99626537244312,0.0584273346494214,-2.3975317174142,-0.423802958577067,-0.971309213937216,-0.477869907745474,0.551816214614978,-0.181080740976371,0.625868955067003,-0.242019258379797,-2.99626537244312,-0.141648130677079,3.69671720562044,2.40836133321354,1.93017717934533,-0.0608953135207896,0.974360437532023,1.39160276825802,-0.28266684896933,2.58393782343863,-1.89279422534604,0.671854940362644,2.31806226817178,-1.48429965716696,1.22812910984875,1.24033264915442,2.6356685001989,-0.621650411596066,-2.10898529110025,0.227876591638655,1.34337939452925,2.95053560148791,-1.73247139295251,-1.82021890758713,2.8436060415655,1.60887546322317,-0.0466438619534167,0.375845724667824,1.99269230666046,2.40649585403819,0.636005071129886,1.65206882731255,-2.99626537244312,0.868884273028774,-1.79016986722468,1.82478414318587,0.487084973215924,0.353594300391644,1.10774142544479,2.33788232173396,-0.401535696174909,0.865887150116039,0.811783375129383,-1.35086467616119,1.67699850145449,3.15347299164084,1.58616905090223,-1.66267025214942,1.34607185953804,0.617467759159483,0.224386084320643,0.71679779073901,-0.789808163542519,0.659340057213024,-0.457860838156365,-0.7178876186462,0.613955912600705,-0.798604516834091,0.890485605035531,-0.0893425443732292,2.5051084110832,0.169578713076233,1.65308754043581,-2.10798363768662,2.05020912370636
"4-acetaminophen sulfate",-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-0.994364313467939,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0.454944423763242,-1.95969388194092,-0.779142598126406,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0.264992736865409,-1.95969388194092,-1.95969388194092,-1.01617348375513,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,1.07692160452502,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0.235003999630242,-1.95969388194092,-0.492013605081438,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-0.941794351983949,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.34361895813228,-1.95969388194092,1.43942101312575,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-0.324863356529118,-1.95969388194092,-1.95969388194092,2.3234334828342,-1.95969388194092,0.898146424631908,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.07256164149156,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0.582556003014061,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.1616790837553,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-0.444931884835631,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,0,-1.95969388194092,0.383441646237005,-1.95969388194092,0.380396991988449,-1.95969388194092,-1.95969388194092,-1.95969388194092,-1.95969388194092,1.24860162602971,-1.95969388194092,-1.95969388194092
"4-androsten-3beta,17beta-diol disulfate 1*",-0.767331876275134,-0.767331876275134,0.656148525853298,-0.767331876275134,-0.767331876275134,-0.767331876275134,0.161861890950094,-0.767331876275134,-0.208776044075133,0.283566238965146,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.464400873831899,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.135703298368853,2.97609596989263,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,2.26298631519758,-0.767331876275134,0.254267495047658,-0.767331876275134,-0.767331876275134,0,-0.45742892556231,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.298692262578216,-0.584844925866434,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,0.46990680926543,-0.558091635996411,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.152921901806124,0.421403751076206,-0.767331876275134,-0.767331876275134,0.935497464829667,-0.0214499649187571,-0.767331876275134,-0.767331876275134,-0.767331876275134,0.910671269318343,-0.544205405774372,-0.767331876275134,-0.767331876275134,-0.767331876275134,1.35462705629892,0,-0.353278809953778,-0.767331876275134,-0.767331876275134,-0.637295595930503,-0.226511660460315,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,0.0211385572115839,0.284774695024264,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.159418334037545,2.23716291402537,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,0.474856524654487,-0.767331876275134,1.06670231321173,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.0793316859392139,-0.417738828233505,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,0.926477706568518,-0.767331876275134,0.449038344130412,-0.0857983006133809,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.767331876275134,-0.718711251541464,-0.767331876275134,0.956078961957034,-0.767331876275134,-0.767331876275134,-0.357684738667705,0.194339249484463,-0.767331876275134
"4-hydroxybutyrate (GHB)",-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-1.97982853005458,-3.26662136156904,-0.545274513108728,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-0.67059851429442,-3.26662136156904,-0.766624825647644,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-2.27639425956748,-3.26662136156904,-1.3722736425719,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,0.62697172577894,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-1.12793247520544,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,0.0555566299743124,-3.26662136156904,-3.26662136156904,-3.26662136156904,0,-0.304419462435456,-0.0272558877272852,0.113220409852723,1.34161577798928,-3.26662136156904,-3.26662136156904,-3.26662136156904,0,-3.26662136156904,0.614945366936871,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,-3.26662136156904,0.0329612652426178,-3.26662136156904,0.147710466619192,-3.26662136156904,-3.26662136156904,-3.26662136156904,1.59645336873416,2.6640504221635,-3.26662136156904,0.745461088504427,-3.26662136156904,1.25002776282953,-3.26662136156904,-0.0239179647575836,-3.26662136156904,-3.26662136156904,-3.26662136156904,-0.126331668879948,-3.26662136156904,-3.26662136156904,0.351334333075029,-3.26662136156904,0.41098143658562,-3.26662136156904,-3.26662136156904,-3.26662136156904,-1.28695882458024,-3.26662136156904,0,-0.69245023522805,0.799543258310917,-3.26662136156904,-1.37327492261602,0.026757574447025,-3.26662136156904,-0.847658201521764,-3.26662136156904,-3.26662136156904,1.2987697389274,-3.26662136156904,-3.26662136156904,-3.26662136156904,0.774359062469254,-3.26662136156904,-0.900467788921339
