"","BT-549","CCRF-CEM","DU-145","HL-60(TB)","HS 578T","IGROV1","K-562","MCF7","MDA-MB-231/ATCC","MOLT-4","NCI/ADR-RES","OVCAR-3","OVCAR-4","OVCAR-5","OVCAR-8","PC-3","RPMI-8226","SK-OV-3","SR","T-47D"
"DCAF11",6.75221350169585,7.48381585786174,6.64241291731897,7.49505560834003,6.98413370849793,6.61765126634128,6.80219334621557,7.39746081162382,6.57591751234404,7.18090380860702,7.55458892841673,7.0498486583332,7.06285576311137,7.0552825439745,7.01010856539787,7.18685716619534,7.58721502747568,7.06716553460063,6.81378131945659,7.64745849840978
"OLFML1",5.15380574133039,5.38887868313057,4.32912431405011,5.28169862097154,4.62643972078426,4.04439499371882,4.67242590773415,4.07039018663819,4.81762376910533,4.71149545729694,4.61471043297021,3.9448593826222,4.59693573854208,4.58496310184396,4.22496713649474,4.58496310184396,5.33985035910558,4.51727632320728,4.71149545729694,4.79181459199027
"WDR70",7.72928091401491,7.59096131617118,7.89542387097495,7.63734948329396,7.64673877029862,7.26772314524812,7.33181277337197,7.2723966023554,7.10747875124554,7.26772314524812,7.39059899152952,7.65963925836555,7.21626093418557,6.82781915161512,7.36457251983803,7.08958299904945,7.55228491680526,6.39231759452816,7.18586664439753,7.56529259675288
"NKAIN1",3.75488857082607,5.04875974777932,4.65535240111047,5.08321379382268,4.16992580293933,4.59096183997112,3.80735595255369,4.62643972078426,5.72246629770876,4.54225866894921,4.33628410206972,4.37851231685695,5.20163425320629,4.85299808681567,4.30012445690134,5.08746326557235,5.16992540219088,5.31831720291264,3.91647759986458,7.10118792033585
"KLRF1",1.32193386565598,1.43296475058118,4.24792827275656,1.13751008143976,2.72246821037101,1.58496730969661,3.10433833736613,4.39917177756139,3.29278322136489,2.98185447948484,4.57289027459484,3.37851301045983,3.16992660443591,1.63227286934698,5.04001611735694,3.39231879677338,0.584972118656036,2.40599508173938,3.08746453853762,4.08746368989423
"CCDC7",5.74953453582817,5.50143946363456,5.30012409073522,5.46270707781185,6.46923495650004,5.61471013854274,4.93546021927418,6.52982110266451,4.72246657094638,4.95884313913225,4.56681576274285,4.81762376910533,5.63226850636542,5.8099291228863,5.0531117710062,5.91647688329449,5.64961574645283,5.83035700096841,4.73876837713531,6.2705291292583
"TAS2R10",4.04439499371882,4.75488803649487,1.20164013374315,4.06177706147568,2.0703927628755,3.73335542534653,1.8875291699121,3.68930027890371,4.24792827275656,3.73335542534653,3.59693633469669,2.70044193767022,2.51096445031909,4.24031509266422,3.03562566911384,3.26303590864035,4.65535240111047,3.79701401574587,3.07039104538447,3.29278322136489
"OR7E156P",6.46107027778957,6.64961560275813,3.65535297360816,6.7970131075749,6.71149504431182,5.88752551444005,6.27984287919537,6.82908857089099,6.05961507259331,6.41953906005291,6.18586674348372,6.37851179665457,6.82400417826722,6.6013995391101,6.29094058665591,6.79830991207679,6.57440446040715,6.68088706133324,6.33449694716303,4.04439499371882
"DEF8",7.6787762445336,6.981852767427,8.41827433605227,6.81378131945659,7.56453067702844,7.43629520313584,7.70804932069767,8.13801580470145,7.51884990737154,7.44708330888558,7.47167529567064,7.16289490005134,7.46842048332672,7.66604650044252,8.48220296663978,7.96058126926977,6.92124600761983,8.09117094293201,7.49745277581647,8.6216856433526
"AGO2",8.09750550849034,7.34429599669705,7.57742890356952,7.5006428157257,7.37937845371961,8.10171315270742,8.12412136353869,7.83289007744084,7.89239108663289,7.99887251039361,7.86604255893546,7.86666081263211,8.95710207059036,8.26491173997612,8.25644464365117,9.15886213144804,7.39145850597552,7.47411159508386,8.17192740437756,8.09592447272862
"ARHGEF25",6.19967254112139,4.30742925382592,6.88508634734558,4.49825150588832,6.64673884228938,4.43296007519032,6.2307411947301,5.0531117710062,4.74416163388935,4.96347458637707,6.10433686950877,5.6117628550945,4.75488803649487,4.71699144295808,6.21140183211415,5.40599269993406,4.27798549095681,5.31469688814243,5.43629545302525,5.30012409073522
"DYM",5.49185341692854,6.39059907750657,4.82781953260844,6.67242548341218,6.34695706661414,5.47573375516749,5.61471013854274,6.65821162559288,5.85299783721451,5.8278192786129,3.97269357291801,6.33449694716303,5.90448433875199,3.90689155740489,5.71699116868154,5.8429790831289,6.72655891533679,6.23457815137752,5.65248678173624,5.83794349411042
"EMILIN3",3.72246711742147,4.35755270837159,3.6780730322177,4.72246657094638,4.62643972078426,5.12928342914349,2.98185447948484,5.77346919165198,4.85299808681567,2.96347597358273,5.07895176822761,4.64385676685263,4.0531122055527,5.64961574645283,4.30742925382592,5.36457278246451,4.4059930401922,5.4528592940962,3.39231879677338,5.2555011108172
"POLRMT",3.07039104538447,3.95419724115757,3.5360541439423,4.03562478942255,0.378522720865208,3.80735595255369,3.45943293017765,3.00000180336767,4.66675715987486,3.70044082790608,3.43296074310423,4.02680094443243,3.90689155740489,3.03562566911384,2.26303741144533,4.52356258331559,4.13750434346279,4.31469725062849,3.60881042521196,4.27052968989091
"C9orf24",3.78659740732162,4.21723149186296,3.03562566911384,4.49185373752733,2.0703927628755,3.81762428069904,3.21723226750483,1.43296475058118,2.32193098027456,3.75488857082607,3.5360541439423,2.86789844028588,2.48542940340909,2.51096445031909,3.60881042521196,4.19377253175441,4.29278248529656,4.71149545729694,3.6205875833742,2.60881160774742
"HDAC5",3.29278322136489,3.05311307464531,5.82527708449841,3.41954023982628,2.84799891029667,4.43296007519032,5.20945375554648,4.36457313263308,3.6667577278647,4.22496713649474,3.6667577278647,4.56681576274285,4.92599989312688,4.86789695806621,5.244126323942,5.3110674656548,2.92600131683792,3.51096318479879,4.63226879723127,5.88996044294615
"ERF",1.37851717207014,3.12101705923057,1.53605787504212,3.26303590864035,1.48543197964333,2.56071739971824,2.0703927628755,2.43296207893112,3.13750516317519,2.00000360673309,2.76553686797177,2.58496490521089,2.13750680259857,1.37851717207014,2.60881160774742,3.49825214424854,2.70044193767022,2.78659845275167,1.43296475058118,4.48542747123038
"ENTPD2",2.53605538764331,1.26304041705061,3.21723226750483,1.37851717207014,0.584972118656036,2.63227054242512,2.80735698304905,2.98185447948484,1.48543197964333,2.32193098027456,1.20164013374315,2.23266382635093,2.51096445031909,2.23266382635093,1.72247039626762,2.35050007589517,1.48543197964333,1.76553898957745,2.74416324884498,6.61176270757969
"ABCA17P",4.47248842132523,3.33628481627466,4.64385676685263,3.83794425076833,3.78659740732162,3.77610504113485,4.55458946559029,4.04439499371882,4.11270096667689,4.03562478942255,7.02014668425931,3.9634750487791,4.94953539990854,3.73335542534653,7.63734948329396,4.34340853298485,3.33628481627466,4.31469725062849,4.57289027459484,4.24792827275656
"LOC100130691",4.06177706147568,3.58496370296652,5.1251555447019,3.83794425076833,4.6380744165762,4.00898967931085,4.93073781057758,3.60881042521196,4.2094541454639,4.20163464524283,3.92600036769739,4.73876837713531,3.35049866149034,4.35755270837159,4.93073781057758,4.60288500241996,3.8678974521396,3.40599372070825,4.58496310184396,3.73335542534653
"SPATA42",0.137516639099783,2.70044193767022,3.9448593826222,3.08746453853762,0.137516639099783,0.678080921928466,1.53605787504212,2.86789844028588,2.84799891029667,1.53605787504212,2.26303741144533,3.65535297360816,2.56071739971824,2.67807415932188,1.80735904403755,3.65535297360816,3.24792903206915,2.16992820742773,0.678080921928466,2.94486031943625
"RIMS1",3.95419724115757,4.75488803649487,4.24031509266422,4.41953956567019,4.28540295870567,5.16992540219088,3.40599372070825,4.10433749859068,4.4059930401922,3.71149600794359,4.94016722041598,6.47248793392839,4.89239151166923,4.97269311346121,5.47573375516749,5.49185341692854,4.67807246866528,4.47897245198125,3.72246711742147,5.68650080731815
"ZNF688",2.84799891029667,1.63227286934698,3.51096318479879,0.678080921928466,2.16992820742773,3.52356321057389,3.37851301045983,1.76553898957745,0.678080921928466,3.05311307464531,2.13750680259857,0.263046428242375,1.58496730969661,3.13750516317519,2.58496490521089,3.24792903206915,0.765543232779434,1.84800091403561,3.10433833736613,1.07039619785143
"LOC101930421",1.6780764135276,1.43296475058118,3.59693633469669,1.26304041705061,1.92600321511712,2.0703927628755,1.80735904403755,0.926007011668035,1.80735904403755,1.72247039626762,1.92600321511712,1.07039619785143,2.13750680259857,0.926007011668035,2.0703927628755,1.63227286934698,1.20164013374315,3.18586813068963,1.84800091403561,1.43296475058118
"WDR41",1.8875291699121,2.48542940340909,3.65535297360816,2.45943424171681,0.263046428242375,2.78659845275167,3.13750516317519,2.53605538764331,3.48542811529024,3.21723226750483,0.137516639099783,3.29278322136489,1.00000721345717,2.56071739971824,3.21723226750483,1.00000721345717,2.60881160774742,3.12101705923057,3.12101705923057,3.01792368910115
"LYL1",2.65535411860286,7.57137351182467,3.33628481627466,10.060155508768,3.44625755346239,3.00000180336767,9.60399718862437,3.71149600794359,3.57289088076885,2.48542940340909,3.71149600794359,3.12101705923057,3.20163542931558,2.92600131683792,3.5484378577682,3.00000180336767,5.1251555447019,2.29278469350044,3.27798623461347,3.51096318479879
"SNX15",7.24317407870034,7.25455634638853,7.6147099177221,6.94368706879409,7.68369652447651,6.68790066241236,7.83541890364076,7.36106657654949,7.72723984556857,7.53294036627217,7.92362467078739,6.83541896680604,7.02236792400499,7.72792052261485,7.95011848784042,7.70735920110935,7.59842483497019,7.59245711201912,7.12101550460325,7.1095696138381
"GOT2",9.77115931206744,10.218199955806,9.22013647158614,9.87344412789592,8.57175268141931,9.63099513367053,9.98470328106413,9.0045014203248,9.1756743168433,9.93413314632922,10.1746760721705,9.37786124517965,9.1875995372776,9.3318127062074,9.94266112789951,9.57856140881591,9.84971786209527,9.85720348706283,9.16641420775298,9.63354021123556
"CTPS1",9.08560526333826,8.79895778029142,6.98299368874134,8.76487162390149,8.38154299444381,8.11061385769681,8.41869599176146,7.73403220732891,7.99604978402955,8.98213799676859,9.061506233937,7.55382133331263,8.93428062313093,6.9068907158331,8.39360501153827,8.49864982765492,8.03177016928849,7.58946396786238,6.71424565506564,6.14567765896611
"RCAN2",5.554589158634,4.26303515723727,5.7839806755159,4.63226879723127,7.12101550460325,4.71699144295808,5.44294382750272,6.1272207568822,4.94485891421494,4.66106605004203,5.77346919165198,6.07895155481123,5.35755235649488,6.41785268362215,5.58796528881925,5.35049760068582,5.85798124386807,5.56376858346152,9.09037713653452,5.16591234080055
"PITPNM1",6.17592394160662,6.66533605932261,6.58044717035049,6.2384049304105,6.41785268362215,6.9116917016975,6.38370446525189,6.92481262234611,6.6235158878085,6.43128882146366,6.40939110586652,4.86294774379233,7.49425566656134,6.83035687419382,7.05311144509623,6.20945356058773,6.53138161648334,7.3210262188178,7.56833625814507,6.10643228720661
"HLA-DMB",6.31469670689937,6.44128443794487,7.40343824822358,6.13750372867819,7.25833056684463,8.942221274165,6.06824107631952,6.25361134102907,7.24317407870034,6.15987153855391,7.01346237147026,6.19967254112139,7.20945346310834,6.81378131945659,7.46597454610446,6.2705291292583,6.29278193324506,7.80283950554304,8.41066338347244,6.59395143329572
"CDC6",6.69766277245847,8.13596579371404,5.49505584825602,8.26725491897753,5.89724066763771,8.35887098363003,8.42080242372971,6.61323710208048,7.66249043512281,8.17990913976304,7.79051147705657,6.42961613156774,6.96231777063557,6.65248663832721,5.74146725606375,5.2555011108172,8.28030685285753,5.49185341692854,6.33806797587326,5.95186773739555
"S100A2",8.62278400275417,4.46597511730711,6.65963932971545,4.66675715987486,6.44294366167574,7.96693803694013,4.43296007519032,5.8021934754893,9.21916854466845,5.12928342914349,10.0754791628587,8.53605293910592,7.94544389490509,7.00000011271055,10.4174306230951,10.5576551642974,4.97728038149827,8.79668862690613,7.30195348655163,5.8021934754893
"PROM1",4.89239151166923,4.27052968989091,3.8678974521396,4.47897245198125,4.87774474066152,5.28540258878401,4.56681576274285,4.85299808681567,3.29278322136489,3.92600036769739,3.76553580716776,5.62351603412643,8.81602367183809,6.66106562236574,4.94485891421494,4.60288500241996,4.56681576274285,4.17791858926471,2.32193098027456,5.22110411214934
"GLDC",7.44377247562962,3.73335542534653,5.65248678173624,3.87774523137387,4.74416163388935,8.79181410371361,4.52982157107187,4.35049795428741,4.14567827027735,5.46923511933241,5.4025860992952,9.14363833542937,8.79992918309449,4.15380614658164,4.92124636472249,5.7839806755159,4.39917177756139,5.58796528881925,8.89905478641425,4.94485891421494
"URB2",7.12308685447424,6.97154366890655,5.73606389854628,7.14465834478913,6.79051154221894,6.76818445713426,7.06177630557284,6.97498822667356,6.23649280972015,7.48864362018201,6.65248663832721,7.07146246982019,6.00000022542108,5.35049760068582,6.36981559873312,6.43462839442227,7.18189774246755,5.20163425320629,4.94485891421494,5.97728015249911
"TNFRSF6B",7.62570891611231,6.61323710208048,7.16591203940191,5.9680909825077,6.31106728395521,10.2570342094159,5.85549169227198,7.02901119712576,6.1779179914631,5.98641116280645,10.1445308033897,6.13545298940494,5.56376858346152,8.06393435966647,8.77181960090437,7.56757594457551,6.17392713181905,5.69766291144641,10.5252271604298,6.5789388640029
"ADCY8",4.91169206117294,4.07895219506027,3.76553580716776,4.2094541454639,4.74953480398702,3.26303590864035,4.17791858926471,4.61471043297021,5.16992540219088,3.9634750487791,2.13750680259857,1.76553898957745,3.83794425076833,4.48542747123038,3.29278322136489,4.08746368989423,4.72246657094638,3.30742998245923,1.20164013374315,2.82782105658073
"RFPL2",4.25550148848591,5.02680050188814,5.16591234080055,5.10013709189619,5.30742888950913,4.97728038149827,4.87282925192219,5.719731330506,3.73335542534653,4.85299808681567,4.91169206117294,5.73064022761075,4.7602214788262,4.87774474066152,4.60288500241996,4.6380744165762,4.64385676685263,3.9448593826222,3.8678974521396,4.7602214788262
"IL2",2.65535411860286,3.00000180336767,3.6205875833742,3.08746453853762,3.48542811529024,3.08746453853762,3.6438573439303,4.1292838413419,3.00000180336767,2.94486031943625,0.137516639099783,2.92600131683792,2.00000360673309,2.65535411860286,2.72246821037101,1.6780764135276,3.59693633469669,-0.73694154944923,0.485437132098016,2.82782105658073
"ALK",5.22110411214934,4.19377253175441,4.73335488298028,4.49185373752733,5.48864386116668,4.92124636472249,4.98641139036082,3.9634750487791,4.13750434346279,4.45943227440762,3.56071617709688,5.62643942874082,4.96347458637707,5.00000045084213,5.04001611735694,4.28540295870567,4.49825150588832,5.25171947126603,10.4619909608138,4.23266152418105
"GPR15",5.62935691153312,5.76553501156425,4.96347458637707,5.53294059997004,5.32912395517089,5.60585016343623,5.66675687587986,5.87528884399695,5.64096819956711,5.47248809639402,4.28540295870567,4.89724090970057,4.97728038149827,5.72246629770876,5.75221363552654,4.94016722041598,5.38543138233583,5.0531117710062,4.23266152418105,5.90929332587289
"UPK1B",4.53605352209139,2.35050007589517,2.0703927628755,3.95419724115757,3.5360541439423,5.83035700096841,2.74416324884498,2.13750680259857,3.05311307464531,3.77610504113485,2.3785143976646,8.08374529057162,6.27239669567331,3.91647759986458,4.66675715987486,3.16992660443591,3.32192953758168,3.82782004059939,8.56605407623692,5.16992540219088
"SAR1A",5.82527708449841,6.78920770578993,7.14159638055768,5.91886347573656,4.1292838413419,7.39746081162382,6.62058655706722,6.59991299091857,5.83541909313659,5.98413382245487,5.26678691542084,4.7602214788262,5.93545998353975,6.09170004567566,5.62935691153312,5.47573375516749,6.02680028061594,7.06069603975459,3.81762428069904,3.5484378577682
"SC5D",5.02680050188814,5.34695724384937,5.72519608994782,5.39231776627754,5.72792072676978,5.20163425320629,5.29278211726225,5.86294749590665,5.18982495413888,4.42626542572289,3.27798623461347,4.86294774379233,5.44625656078288,5.21723110404186,1.37851717207014,4.64385676685263,4.81249873874808,5.71149518197354,2.10434001491558,5.78135997583283
"DCXR",7.56757594457551,8.87590293383354,9.33851357760626,8.87897054079456,8.11009180413993,8.69453204491432,9.07494425037445,9.86666076627302,7.69209244519039,8.97154358268972,8.12515518299475,7.90989314375736,9.42794135345453,8.65463606432685,7.60139946482096,8.85206131049958,8.83510301108055,8.20457119315412,8.08533972247574,10.482505483312
"PCOLCE2",6.55151617143345,3.6667577278647,6.14771392583522,3.97269357291801,6.66249050633184,4.10433749859068,4.43962380239339,4.14567827027735,4.76553527676547,4.47248842132523,5.5422583593581,5.6117628550945,4.91647712215123,4.28540295870567,4.32912431405011,6.16390141502723,5.22110411214934,3.98185356638758,8.30286740665669,4.27052968989091
"LRRC49",6.36981559873312,4.42626542572289,4.71699144295808,4.30742925382592,7.21334737895008,4.84297933446944,4.88752575813848,6.44956153968131,5.244126323942,3.77610504113485,6.20945356058773,6.37155903685048,5.26678691542084,5.33985035910558,5.93073757407025,5.48542714920035,4.87282925192219,6.32553051145471,6.57591751234404,5.92124612665406
"NEK11",6.6920925149532,6.54689461418656,6.59395143329572,6.54843677883012,7.42877897506916,6.44956153968131,6.45779142438516,7.54457819461227,6.83035687419382,6.45943178257991,6.84549017639611,7.00112677807684,6.39917126475524,6.4854269881853,6.99774413894656,6.46434169614672,6.48703624086746,6.66106562236574,6.87159738881582,7.5991690676235
"ZBED2",5.49825118670811,5.29278211726225,6.13545298940494,4.56681576274285,5.14974752589759,7.74685025026262,4.92599989312688,6.16992520181661,4.96347458637707,4.64385676685263,4.90207406181736,8.55803802305492,6.4934553610477,6.80219334621557,4.6496160338422,5.12928342914349,5.14567786273655,5.69766291144641,9.78119577798688,5.23649300105898
"KCNE5",3.01792368910115,3.03562566911384,2.65535411860286,2.90689251920062,3.70044082790608,2.65535411860286,3.12101705923057,3.44625755346239,3.10433833736613,3.05311307464531,2.72246821037101,2.74416324884498,2.63227054242512,0.678080921928466,2.60881160774742,2.65535411860286,3.15380695708379,2.60881160774742,2.23266382635093,2.94486031943625
"HAO1",3.70044082790608,5.23266114048571,3.90689155740489,4.87282925192219,5.51096223565784,2.48542940340909,5.23649300105898,6.0487595298496,5.0531117710062,5.23649300105898,5.14159668707924,4.46597511730711,4.57893931673135,4.75488803649487,5.55151632523886,4.89724090970057,4.96347458637707,4.85798149260853,2.29278469350044,4.51727632320728
"ANKRD36B",6.01569403008736,7.87835757164994,7.3201236883219,8.11270018486985,5.63517423695559,6.42794150006987,7.73809232719403,8.13545283549012,6.5141224180148,7.26115476666349,7.77148953552783,6.67383919729259,5.46597479090563,7.51491134374025,7.47329995232843,7.22881878667555,7.48864362018201,7.39917117928754,5.15785257325794,5.29645777446917
"CLEC4A",3.33628481627466,2.29278469350044,1.48543197964333,2.29278469350044,3.08746453853762,2.72246821037101,2.20163699745981,3.59693633469669,3.00000180336767,2.13750680259857,2.43296207893112,2.35050007589517,2.35050007589517,2.56071739971824,2.60881160774742,2.53605538764331,2.35050007589517,1.37851717207014,2.74416324884498,1.84800091403561
"SUV420H1",5.91647688329449,6.05093718282627,5.98641116280645,6.14771392583522,7.67171803588426,5.95652159565114,6.84924882788973,7.0552825439745,6.99208872234432,6.8214552466617,5.72792072676978,7.68790059244656,7.63008514282873,6.06393452140357,6.09170004567566,6.94251462263152,7.02236792400499,6.76155136541176,8.57099416667894,6.5834590605682
"RASA3",5.86046650682954,6.2555009219828,5.64096819956711,6.90809246094275,4.77082957449212,4.76553527676547,6.12515533801211,4.88752575813848,6.36632238911793,7.18784700838985,4.35049795428741,3.43296074310423,3.81762428069904,6.50620854801906,5.76022121264638,6.43295957425469,8.14923908965404,5.61471013854274,1.53605787504212,2.13750680259857
"UXS1",5.44956170474936,6.88264317162413,6.86913124305704,6.47573359306696,5.38197582452729,7.97498816933275,6.27426184765174,6.36807005119249,8.73606366170612,7.07360614767925,8.06716548080887,7.29920810998696,8.64493784154052,8.36062769008388,8.17492573242092,8.52786796644508,6.01792213063537,8.76387631857901,4.88752575813848,5.12928342914349
"PCDH18",4.10433749859068,1.32193386565598,1.76553898957745,2.60881160774742,5.46270707781185,1.26304041705061,1.72247039626762,2.0703927628755,2.0703927628755,0.848004921505136,1.80735904403755,2.29278469350044,4.07895219506027,1.92600321511712,1.53605787504212,2.29278469350044,1.43296475058118,0.765543232779434,6.56529267292474,4.13750434346279
"CDYL2",4.11270096667689,4.75488803649487,5.49825118670811,4.6496160338422,3.83794425076833,4.64385676685263,4.51096255203822,8.22400172244877,6.39574849952048,4.60880983394386,5.24031471099901,4.82781953260844,5.74146725606375,5.10433707920277,5.68088720194677,8.00450144841465,4.85299808681567,7.53138153849983,8.28493978874184,7.69139464833465
"LGR6",2.00000360673309,3.7441621722081,3.70044082790608,4.03562478942255,1.13751008143976,4.27052968989091,4.31469725062849,4.1292838413419,2.76553686797177,4.1858673380007,3.97269357291801,4.16992580293933,2.40599508173938,4.29278248529656,2.72246821037101,2.80735698304905,4.06177706147568,4.35049795428741,2.32193098027456,2.67807415932188
"SOX2",3.43296074310423,2.0703927628755,3.12101705923057,3.6438573439303,3.21723226750483,3.87774523137387,3.91647759986458,2.88752722032816,3.43296074310423,3.07039104538447,1.26304041705061,8.57893875082077,4.50462102795189,4.27798549095681,3.72246711742147,3.45943293017765,4.72792099897632,3.6438573439303,7.7859428847613,5.07467711439385
"FAAP100",0.926007011668035,2.10434001491558,2.70044193767022,2.0703927628755,2.13750680259857,2.23266382635093,2.23266382635093,3.49825214424854,2.72246821037101,2.13750680259857,1.00000721345717,2.20163699745981,2.74416324884498,2.0703927628755,1.32193386565598,2.3785143976646,2.53605538764331,1.84800091403561,1.07039619785143,2.72246821037101
"LOC90784",3.49825214424854,4.75488803649487,3.9448593826222,5.92837055991469,1.63227286934698,6.42961613156774,5.10433707920277,4.87282925192219,5.99322169385166,6.31831702212382,4.2094541454639,5.8099291228863,6.17392713181905,6.34695706661414,4.93546021927418,4.7970134967911,5.30742888950913,5.82527708449841,1.9634778231882,4.73335488298028
"ENPP1",4.57893931673135,0.765543232779434,4.3219288162347,1.37851717207014,1.80735904403755,0.848004921505136,0.765543232779434,1.37851717207014,5.77346919165198,0.584972118656036,0.926007011668035,3.16992660443591,1.58496730969661,2.20163699745981,1.58496730969661,4.57289027459484,1.37851717207014,0.678080921928466,5.36807022585287,6.09381388463185
"MRPL2",7.10433676466176,7.33002060550016,7.33181277337197,7.88080800957176,6.42458639420162,8.137503574982,7.64024500853789,7.23553570244337,8.59656253467426,8.05039291440068,7.15987143766615,7.26021398088068,8.57629541412476,6.7996055519585,7.50541468874659,8.34739995380375,7.6080700416681,7.43879193573071,6.55765530787775,7.55842078980421
"ATXN7L2",4.10433749859068,4.23266152418105,4.85299808681567,4.0959252636796,2.88752722032816,2.84799891029667,4.12101623009621,4.41278220265993,1.13751008143976,4.45285962347852,2.3785143976646,4.59096183997112,3.72246711742147,3.63226937896279,4.56071556578581,4.37155955956592,3.73335542534653,4.06177706147568,2.78659845275167,3.00000180336767
"SORD",5.01346270646131,4.92124636472249,6.5683363341564,5.27798511912834,3.68930027890371,6.00674705680994,4.96347458637707,4.61471043297021,4.93073781057758,5.15785257325794,3.72246711742147,5.22881907521451,5.22496675074756,5.97728015249911,4.55458946559029,6.0552826524478,4.77082957449212,4.6496160338422,4.16992580293933,5.49505584825602
"NPIPB3",7.13237130156183,8.45779130128832,7.35843151654195,7.88264311049299,5.99322169385166,7.61250001945917,8.04821443911106,8.81826264026493,6.98641104902925,8.27239655569644,6.32012377860319,7.40002560333113,7.96405206881798,8.16942402878705,7.32373042757721,7.90086686834456,8.05474002122736,8.93663796844533,7.18090380860702,7.9553593633693
"LOC153684",5.86789671102946,5.90929332587289,6.42122346756761,6.13134274492853,4.99095531407461,5.51412257585887,6.13134274492853,6.1272207568822,4.84297933446944,6.1838836574772,4.89239151166923,4.52982157107187,4.6380744165762,6.22303653103373,5.0312191718018,5.69209265447881,5.94719881808619,5.82527708449841,5.3110674656548,5.73606389854628
"TRIM69",3.6205875833742,2.0703927628755,2.72246821037101,2.23266382635093,1.84800091403561,2.43296207893112,2.16992820742773,0.485437132098016,3.76553580716776,2.40599508173938,2.23266382635093,1.84800091403561,2.03562742849482,4.49185373752733,2.35050007589517,1.53605787504212,2.90689251920062,3.76553580716776,5.27052931613586,2.63227054242512
"NPSR1-AS1",1.37851717207014,1.07039619785143,2.26303741144533,1.43296475058118,3.65535297360816,1.8875291699121,1.72247039626762,1.63227286934698,3.48542811529024,1.20164013374315,3.5484378577682,1.84800091403561,1.6780764135276,3.03562566911384,3.39231879677338,3.16992660443591,2.03562742849482,2.3785143976646,4.38543172747806,3.90689155740489
"ZNF71",4.70044027302369,3.21723226750483,3.65535297360816,3.49825214424854,3.76553580716776,4.07039018663819,3.23266229157142,3.03562566911384,5.18189804054498,3.29278322136489,3.60881042521196,4.03562478942255,4.36457313263308,3.8875262455352,3.33628481627466,3.92600036769739,3.15380695708379,3.59693633469669,4.17791858926471,4.59096183997112
"LINC00521",4.34340853298485,3.21723226750483,3.60881042521196,3.6205875833742,3.29278322136489,4.92124636472249,3.29278322136489,2.74416324884498,4.1858673380007,3.29278322136489,4.51727632320728,4.00898967931085,4.0531122055527,4.6496160338422,4.52982157107187,3.98185356638758,3.44625755346239,4.60288500241996,4.58496310184396,4.94016722041598
"SNTG1",4.73876837713531,4.59096183997112,4.35049795428741,4.52356258331559,4.68929971971991,4.44625689167613,4.59096183997112,4.78659688460631,4.90689107650679,4.45943227440762,5.07467711439385,5.10433707920277,4.79181459199027,5.14567786273655,5.1251555447019,5.21334767059998,4.75488803649487,4.97728038149827,5.28169862097154,5.63226850636542
"TMEM151A",2.86789844028588,1.26304041705061,1.84800091403561,1.00000721345717,0.485437132098016,1.92600321511712,1.07039619785143,0.765543232779434,1.07039619785143,1.53605787504212,1.92600321511712,2.94486031943625,2.70044193767022,3.27798623461347,2.53605538764331,2.35050007589517,1.43296475058118,4.90207406181736,2.60881160774742,1.37851717207014
"CREBBP",4.16992580293933,3.97269357291801,4.28540295870567,3.5360541439423,2.00000360673309,3.45943293017765,3.24792903206915,4.01792279854948,2.16992820742773,3.00000180336767,4.20163464524283,3.80735595255369,3.93546069074292,3.43296074310423,4.15380614658164,3.87774523137387,3.7441621722081,2.40599508173938,1.58496730969661,3.81762428069904
"RAD52",1.32193386565598,4.07895219506027,3.15380695708379,4.00000090168412,2.10434001491558,3.8678974521396,4.04439499371882,4.74416163388935,2.03562742849482,4.16992580293933,3.59693633469669,4.1858673380007,3.8875262455352,2.72246821037101,4.77082957449212,4.41278220265993,3.51096318479879,3.51096318479879,1.9634778231882,3.95419724115757
"SYTL3",4.46597511730711,2.88752722032816,2.78659845275167,3.08746453853762,3.47248907118742,3.40599372070825,2.90689251920062,3.26303590864035,3.07039104538447,2.26303741144533,8.10643213016435,3.5360541439423,4.79181459199027,5.35755235649488,2.26303741144533,3.07039104538447,2.67807415932188,4.32912431405011,9.02209037274343,5.62058670368255
"GNL1",4.94016722041598,4.35755270837159,5.09170025721447,4.39231810977624,3.5484378577682,4.34340853298485,4.30012445690134,3.39231879677338,4.41953956567019,4.11270096667689,4.41953956567019,4.30012445690134,4.27798549095681,3.87774523137387,5.20163425320629,4.39231810977624,4.25550148848591,4.50462102795189,4.89239151166923,4.73876837713531
"RCOR3",1.6780764135276,1.37851717207014,1.43296475058118,1.63227286934698,1.76553898957745,3.87774523137387,1.32193386565598,1.48543197964333,4.47248842132523,1.63227286934698,1.53605787504212,0.584972118656036,1.13751008143976,0.584972118656036,1.00000721345717,2.29278469350044,2.10434001491558,1.48543197964333,4.76553527676547,3.57289088076885
"IQGAP2",0.678080921928466,1.76553898957745,3.9448593826222,0.848004921505136,-0.151987063589206,4.62643972078426,1.20164013374315,3.43296074310423,0.678080921928466,1.32193386565598,0.926007011668035,0.584972118656036,1.00000721345717,0.848004921505136,4.32912431405011,1.13751008143976,1.53605787504212,1.07039619785143,3.95419724115757,2.20163699745981
"TCEA3",4.75488803649487,4.87774474066152,5.48220324904649,4.88752575813848,4.81249873874808,3.9448593826222,5.14159668707924,5.87282900572856,5.4528592940962,5.13339953644137,4.93073781057758,4.1858673380007,5.33985035910558,5.53605321116583,5.27052931613586,5.43962346997529,5.24031471099901,4.2094541454639,5.79441612629514,5.28540258878401
